證券代碼,年月日,收盤價(元),收盤價(元)_週
2880 華南金,2008/10/31,17.35,7.81
2881 富邦金,2008/10/31,20,12.13
2882 國泰金,2008/10/31,35.25,21.19
2883 開發金,2008/10/31,6.51,4.29
2884 玉山金,2008/10/31,7.6,3.09
2885 元大金,2008/10/31,12.8,8.28
2886 兆豐金,2008/10/31,9.15,5.46
2887 台新金,2008/10/31,4.94,2.37
2890 永豐金,2008/10/31,6.99,3.62
2891 中信金,2008/10/31,9.44,3.96
2892 第一金,2008/10/31,15.55,6.99
2912 統一超,2008/10/31,77.3,48.77
3008 大立光,2008/10/31,338,278.56
3045 台灣大,2008/10/31,45.7,28.05
3481 群創,2008/10/31,24.55,19.89
4904 遠傳,2008/10/31,34.6,20.4
6505 台塑化,2008/10/31,76,53.36
9904 寶成,2008/10/31,15,9.16
0050 元大台灣50,2008/11/7,34.39,25.81
1101 台泥,2008/11/7,17.55,9.73
1102 亞泥,2008/11/7,20.7,11.18
1216 統一,2008/11/7,29.2,14.19
1301 台塑,2008/11/7,55.5,32.9
1303 南亞,2008/11/7,42.5,27.58
1402 遠東新,2008/11/7,19.9,11.54
2002 中鋼,2008/11/7,23.45,13.95
2105 正新,2008/11/7,30.75,10.37
2301 光寶科,2008/11/7,22.9,12.18
2303 聯電,2008/11/7,8,5.48
2308 台達電,2008/11/7,65.6,43.46
2317 鴻海,2008/11/7,71.4,30.78
2327 國巨,2008/11/7,4.89,12.82
2330 台積電,2008/11/7,43.5,29.83
2354 鴻準,2008/11/7,81.5,41.04
2357 華碩,2008/11/7,43.75,94.76
2382 廣達,2008/11/7,36,20.45
2395 研華,2008/11/7,45,23.27
2408 南亞科,2008/11/7,5.35,118.3
2409 友達,2008/11/7,22.2,16.43
2412 中華電,2008/11/7,50.5,41.57
2454 聯發科,2008/11/7,249,162.6
2474 可成,2008/11/7,77.9,53.83
2492 華新科,2008/11/7,8.36,8.56
2801 彰銀,2008/11/7,12.35,6.4
2823 中壽,2008/11/7,12.3,4.66
2880 華南金,2008/11/7,17.5,7.88
2881 富邦金,2008/11/7,20.55,12.46
2882 國泰金,2008/11/7,37.65,22.64
2883 開發金,2008/11/7,6.3,4.15
2884 玉山金,2008/11/7,8.05,3.27
2885 元大金,2008/11/7,13.75,8.89
2886 兆豐金,2008/11/7,10.05,5.99
2887 台新金,2008/11/7,5.28,2.54
2890 永豐金,2008/11/7,7.01,3.63
2891 中信金,2008/11/7,11.15,4.68
2892 第一金,2008/11/7,17.8,8
2912 統一超,2008/11/7,83,52.37
3008 大立光,2008/11/7,317.5,261.67
3045 台灣大,2008/11/7,42,25.78
3481 群創,2008/11/7,23.45,19
4904 遠傳,2008/11/7,31.45,18.55
6505 台塑化,2008/11/7,71.7,50.34
9904 寶成,2008/11/7,15.05,9.19
0050 元大台灣50,2008/11/14,32,24.02
1101 台泥,2008/11/14,21.4,11.87
1102 亞泥,2008/11/14,24,12.96
1216 統一,2008/11/14,30.5,14.82
1301 台塑,2008/11/14,53.3,31.6
1303 南亞,2008/11/14,43,27.9
1402 遠東新,2008/11/14,18.9,10.96
2002 中鋼,2008/11/14,23.35,13.89
2105 正新,2008/11/14,32.3,10.89
2301 光寶科,2008/11/14,21.65,11.51
2303 聯電,2008/11/14,8.35,5.72
2308 台達電,2008/11/14,63,41.74
2317 鴻海,2008/11/14,60,25.86
2327 國巨,2008/11/14,4.01,10.51
2330 台積電,2008/11/14,41.7,28.6
2354 鴻準,2008/11/14,73.2,36.86
2357 華碩,2008/11/14,40,86.64
2382 廣達,2008/11/14,37.35,21.22
2395 研華,2008/11/14,44.3,22.91
2408 南亞科,2008/11/14,4.33,95.75
2409 友達,2008/11/14,20.45,15.14
2412 中華電,2008/11/14,53.4,43.96
2454 聯發科,2008/11/14,221,144.32
2474 可成,2008/11/14,61.7,42.63
2492 華新科,2008/11/14,7.2,7.37
2801 彰銀,2008/11/14,12.25,6.35
2823 中壽,2008/11/14,10.85,4.11
2880 華南金,2008/11/14,14.8,6.66
2881 富邦金,2008/11/14,19.1,11.58
2882 國泰金,2008/11/14,31.2,18.76
2883 開發金,2008/11/14,5.89,3.88
2884 玉山金,2008/11/14,8.1,3.29
2885 元大金,2008/11/14,12.25,7.92
2886 兆豐金,2008/11/14,9.6,5.72
2887 台新金,2008/11/14,4.18,2.01
2890 永豐金,2008/11/14,5.89,3.05
2891 中信金,2008/11/14,9.21,3.87
2892 第一金,2008/11/14,14.4,6.47
2912 統一超,2008/11/14,77.5,48.9
3008 大立光,2008/11/14,274.5,226.23
3045 台灣大,2008/11/14,44.75,27.47
3481 群創,2008/11/14,18.9,15.31
4904 遠傳,2008/11/14,33.7,19.87
6505 台塑化,2008/11/14,72,50.55
9904 寶成,2008/11/14,15,9.16
0050 元大台灣50,2008/11/21,30.78,23.1
1101 台泥,2008/11/21,22.6,12.53
1102 亞泥,2008/11/21,22.8,12.31
1216 統一,2008/11/21,31.3,15.21
1301 台塑,2008/11/21,47.9,28.4
1303 南亞,2008/11/21,38.5,24.98
1402 遠東新,2008/11/21,19.2,11.14
2002 中鋼,2008/11/21,22.8,13.56
2105 正新,2008/11/21,28.2,9.51
2301 光寶科,2008/11/21,20.85,11.09
2303 聯電,2008/11/21,7.28,4.99
2308 台達電,2008/11/21,61.1,40.48
2317 鴻海,2008/11/21,57.7,24.87
2327 國巨,2008/11/21,3.5,9.18
2330 台積電,2008/11/21,38.5,26.4
2354 鴻準,2008/11/21,62.5,31.48
2357 華碩,2008/11/21,34.45,74.62
2382 廣達,2008/11/21,35.4,20.11
2395 研華,2008/11/21,36.1,18.67
2408 南亞科,2008/11/21,3.96,87.57
2409 友達,2008/11/21,19.75,14.62
2412 中華電,2008/11/21,51.7,42.56
2454 聯發科,2008/11/21,201,131.26
2474 可成,2008/11/21,49.5,34.2
2492 華新科,2008/11/21,5.94,6.08
2801 彰銀,2008/11/21,11,5.7
2823 中壽,2008/11/21,10.3,3.9
2880 華南金,2008/11/21,14.05,6.32
2881 富邦金,2008/11/21,18.15,11.01
2882 國泰金,2008/11/21,30.5,18.34
2883 開發金,2008/11/21,5.8,3.82
2884 玉山金,2008/11/21,7.92,3.22
2885 元大金,2008/11/21,11.6,7.5
2886 兆豐金,2008/11/21,8.95,5.34
2887 台新金,2008/11/21,4.62,2.22
2890 永豐金,2008/11/21,5.8,3.01
2891 中信金,2008/11/21,9.4,3.95
2892 第一金,2008/11/21,13.8,6.2
2912 統一超,2008/11/21,76.2,48.08
3008 大立光,2008/11/21,217.5,179.25
3045 台灣大,2008/11/21,48.5,29.77
3481 群創,2008/11/21,17.05,13.81
4904 遠傳,2008/11/21,35.8,21.11
6505 台塑化,2008/11/21,69,48.44
9904 寶成,2008/11/21,13.4,8.19
0050 元大台灣50,2008/11/28,32.13,24.11
1101 台泥,2008/11/28,24.7,13.7
1102 亞泥,2008/11/28,27,14.58
1216 統一,2008/11/28,31.95,15.53
1301 台塑,2008/11/28,48.65,28.84
1303 南亞,2008/11/28,38.15,24.76
1402 遠東新,2008/11/28,22.6,13.11
2002 中鋼,2008/11/28,22.1,13.15
2105 正新,2008/11/28,29.4,9.91
2301 光寶科,2008/11/28,23.45,12.47
2303 聯電,2008/11/28,8.1,5.55
2308 台達電,2008/11/28,64.5,42.73
2317 鴻海,2008/11/28,64.4,27.76
2327 國巨,2008/11/28,3.64,9.54
2330 台積電,2008/11/28,40.8,27.98
2354 鴻準,2008/11/28,68.9,34.7
2357 華碩,2008/11/28,37.95,82.2
2382 廣達,2008/11/28,36,20.45
2395 研華,2008/11/28,41.6,21.51
2408 南亞科,2008/11/28,4.79,105.92
2409 友達,2008/11/28,20.55,15.21
2412 中華電,2008/11/28,52.5,43.22
2454 聯發科,2008/11/28,222,144.97
2474 可成,2008/11/28,57.2,39.53
2492 華新科,2008/11/28,6.51,6.67
2801 彰銀,2008/11/28,12.1,6.27
2823 中壽,2008/11/28,10.85,4.11
2880 華南金,2008/11/28,16.2,7.29
2881 富邦金,2008/11/28,19.95,12.1
2882 國泰金,2008/11/28,34.5,20.74
2883 開發金,2008/11/28,6.64,4.38
2884 玉山金,2008/11/28,8.7,3.53
2885 元大金,2008/11/28,12.7,8.21
2886 兆豐金,2008/11/28,10.2,6.08
2887 台新金,2008/11/28,5.24,2.52
2890 永豐金,2008/11/28,6.81,3.53
2891 中信金,2008/11/28,11.25,4.72
2892 第一金,2008/11/28,15.25,6.85
2912 統一超,2008/11/28,78,49.21
3008 大立光,2008/11/28,206.5,170.19
3045 台灣大,2008/11/28,49.5,30.38
3481 群創,2008/11/28,19.1,15.47
4904 遠傳,2008/11/28,38.8,22.88
6505 台塑化,2008/11/28,69.9,49.07
9904 寶成,2008/11/28,15.25,9.32
0050 元大台灣50,2008/12/5,30.18,22.65
1101 台泥,2008/12/5,24.4,13.53
1102 亞泥,2008/12/5,26.5,14.31
1216 統一,2008/12/5,30,14.58
1301 台塑,2008/12/5,48.75,28.9
1303 南亞,2008/12/5,38.4,24.92
1402 遠東新,2008/12/5,21.25,12.32
2002 中鋼,2008/12/5,21.2,12.61
2105 正新,2008/12/5,29.5,9.95
2301 光寶科,2008/12/5,23.65,12.58
2303 聯電,2008/12/5,6.8,4.66
2308 台達電,2008/12/5,56.8,37.63
2317 鴻海,2008/12/5,58.5,25.22
2327 國巨,2008/12/5,3.38,8.86
2330 台積電,2008/12/5,37.2,25.51
2354 鴻準,2008/12/5,59.5,29.96
2357 華碩,2008/12/5,32.7,70.83
2382 廣達,2008/12/5,36.05,20.48
2395 研華,2008/12/5,39,20.17
2408 南亞科,2008/12/5,4.4,97.3
2409 友達,2008/12/5,19.85,14.69
2412 中華電,2008/12/5,52.5,43.22
2454 聯發科,2008/12/5,181.5,118.53
2474 可成,2008/12/5,47.8,33.03
2492 華新科,2008/12/5,5.85,5.99
2801 彰銀,2008/12/5,11.8,6.11
2823 中壽,2008/12/5,10.05,3.81
2880 華南金,2008/12/5,15.35,6.91
2881 富邦金,2008/12/5,19.4,11.76
2882 國泰金,2008/12/5,32.05,19.27
2883 開發金,2008/12/5,6.6,4.35
2884 玉山金,2008/12/5,8.5,3.45
2885 元大金,2008/12/5,12,7.76
2886 兆豐金,2008/12/5,10.25,6.11
2887 台新金,2008/12/5,5.5,2.64
2890 永豐金,2008/12/5,6.46,3.35
2891 中信金,2008/12/5,11.1,4.66
2892 第一金,2008/12/5,14.25,6.4
2912 統一超,2008/12/5,78,49.21
3008 大立光,2008/12/5,167,137.63
3045 台灣大,2008/12/5,47.45,29.13
3481 群創,2008/12/5,19,15.39
4904 遠傳,2008/12/5,37.9,22.35
6505 台塑化,2008/12/5,69.2,48.58
9904 寶成,2008/12/5,14.8,9.04
0050 元大台灣50,2008/12/12,32,24.02
1101 台泥,2008/12/12,24.2,13.42
1102 亞泥,2008/12/12,26.8,14.47
1216 統一,2008/12/12,27.65,13.44
1301 台塑,2008/12/12,46.8,27.75
1303 南亞,2008/12/12,39.1,25.37
1402 遠東新,2008/12/12,24.2,14.04
2002 中鋼,2008/12/12,22.55,13.41
2105 正新,2008/12/12,29.6,9.98
2301 光寶科,2008/12/12,24.05,12.79
2303 聯電,2008/12/12,7.05,4.83
2308 台達電,2008/12/12,61,40.42
2317 鴻海,2008/12/12,64,27.59
2327 國巨,2008/12/12,3.75,9.83
2330 台積電,2008/12/12,41.8,28.66
2354 鴻準,2008/12/12,71,35.76
2357 華碩,2008/12/12,37,80.14
2382 廣達,2008/12/12,38,21.59
2395 研華,2008/12/12,44.4,22.96
2408 南亞科,2008/12/12,4.8,106.14
2409 友達,2008/12/12,23.2,17.17
2412 中華電,2008/12/12,50.9,41.9
2454 聯發科,2008/12/12,209.5,136.81
2474 可成,2008/12/12,56,38.7
2492 華新科,2008/12/12,6.47,6.62
2801 彰銀,2008/12/12,12.05,6.24
2823 中壽,2008/12/12,10.9,4.13
2880 華南金,2008/12/12,16.95,7.63
2881 富邦金,2008/12/12,21.25,12.89
2882 國泰金,2008/12/12,34.9,20.98
2883 開發金,2008/12/12,6.85,4.52
2884 玉山金,2008/12/12,8.84,3.59
2885 元大金,2008/12/12,14,9.05
2886 兆豐金,2008/12/12,10.75,6.41
2887 台新金,2008/12/12,5.46,2.62
2890 永豐金,2008/12/12,7.1,3.68
2891 中信金,2008/12/12,12.6,5.29
2892 第一金,2008/12/12,15.65,7.03
2912 統一超,2008/12/12,76.9,48.52
3008 大立光,2008/12/12,202.5,166.89
3045 台灣大,2008/12/12,46,28.24
3481 群創,2008/12/12,22.5,18.23
4904 遠傳,2008/12/12,36,21.23
6505 台塑化,2008/12/12,66.9,46.97
9904 寶成,2008/12/12,15.1,9.22
0050 元大台灣50,2008/12/19,33.82,25.38
1101 台泥,2008/12/19,27.7,15.36
1102 亞泥,2008/12/19,27.45,14.83
1216 統一,2008/12/19,28.55,13.87
1301 台塑,2008/12/19,45.3,26.86
1303 南亞,2008/12/19,38.2,24.79
1402 遠東新,2008/12/19,22.9,13.28
2002 中鋼,2008/12/19,23.9,14.22
2105 正新,2008/12/19,29.3,9.88
2301 光寶科,2008/12/19,22.2,11.8
2303 聯電,2008/12/19,7.62,5.22
2308 台達電,2008/12/19,63.4,42.01
2317 鴻海,2008/12/19,68.5,29.53
2327 國巨,2008/12/19,4.23,11.09
2330 台積電,2008/12/19,44.95,30.82
2354 鴻準,2008/12/19,79,39.78
2357 華碩,2008/12/19,38.85,84.15
2382 廣達,2008/12/19,37.5,21.3
2395 研華,2008/12/19,45.2,23.38
2408 南亞科,2008/12/19,6.4,141.52
2409 友達,2008/12/19,23.15,17.13
2412 中華電,2008/12/19,51.6,42.48
2454 聯發科,2008/12/19,235,153.46
2474 可成,2008/12/19,59.5,41.11
2492 華新科,2008/12/19,7,7.17
2801 彰銀,2008/12/19,12.65,6.55
2823 中壽,2008/12/19,12.6,4.77
2880 華南金,2008/12/19,18,8.1
2881 富邦金,2008/12/19,23.55,14.28
2882 國泰金,2008/12/19,36.35,21.85
2883 開發金,2008/12/19,7.08,4.67
2884 玉山金,2008/12/19,9.28,3.77
2885 元大金,2008/12/19,14.15,9.15
2886 兆豐金,2008/12/19,11.4,6.8
2887 台新金,2008/12/19,6.03,2.9
2890 永豐金,2008/12/19,7.23,3.75
2891 中信金,2008/12/19,13.45,5.65
2892 第一金,2008/12/19,17.1,7.68
2912 統一超,2008/12/19,78.3,49.4
3008 大立光,2008/12/19,219,180.49
3045 台灣大,2008/12/19,47.2,28.97
3481 群創,2008/12/19,23.4,18.96
4904 遠傳,2008/12/19,35.15,20.73
6505 台塑化,2008/12/19,72.4,50.83
9904 寶成,2008/12/19,15.7,9.59
0050 元大台灣50,2008/12/26,31.85,23.9
1101 台泥,2008/12/26,25.05,13.89
1102 亞泥,2008/12/26,26.4,14.26
1216 統一,2008/12/26,28.45,13.83
1301 台塑,2008/12/26,43.15,25.58
1303 南亞,2008/12/26,34.8,22.58
1402 遠東新,2008/12/26,20.35,11.8
2002 中鋼,2008/12/26,22.7,13.5
2105 正新,2008/12/26,28.1,9.47
2301 光寶科,2008/12/26,21.6,11.49
2303 聯電,2008/12/26,7.1,4.86
2308 台達電,2008/12/26,61.4,40.68
2317 鴻海,2008/12/26,61.5,26.51
2327 國巨,2008/12/26,3.94,10.33
2330 台積電,2008/12/26,43.4,29.76
2354 鴻準,2008/12/26,73.5,37.01
2357 華碩,2008/12/26,35.2,76.24
2382 廣達,2008/12/26,33.6,19.09
2395 研華,2008/12/26,44.9,23.22
2408 南亞科,2008/12/26,5.78,127.81
2409 友達,2008/12/26,22.55,16.69
2412 中華電,2008/12/26,50.8,41.82
2454 聯發科,2008/12/26,218.5,142.69
2474 可成,2008/12/26,52.8,36.48
2492 華新科,2008/12/26,6.32,6.47
2801 彰銀,2008/12/26,12.2,6.32
2823 中壽,2008/12/26,11.2,4.24
2880 華南金,2008/12/26,17,7.65
2881 富邦金,2008/12/26,22.2,13.46
2882 國泰金,2008/12/26,34.6,20.8
2883 開發金,2008/12/26,6.8,4.48
2884 玉山金,2008/12/26,8.49,3.45
2885 元大金,2008/12/26,13.65,8.83
2886 兆豐金,2008/12/26,10.8,6.44
2887 台新金,2008/12/26,5.46,2.62
2890 永豐金,2008/12/26,6.67,3.46
2891 中信金,2008/12/26,13.2,5.54
2892 第一金,2008/12/26,16.4,7.37
2912 統一超,2008/12/26,77.6,48.96
3008 大立光,2008/12/26,191.5,157.82
3045 台灣大,2008/12/26,46.6,28.6
3481 群創,2008/12/26,21.3,17.25
4904 遠傳,2008/12/26,36.2,21.35
6505 台塑化,2008/12/26,66.8,46.9
9904 寶成,2008/12/26,14.4,8.8
0050 元大台灣50,2008/12/31,32.87,24.67
1101 台泥,2008/12/31,26.95,14.95
1102 亞泥,2008/12/31,28.45,15.37
1216 統一,2008/12/31,28.9,14.04
1301 台塑,2008/12/31,43.6,25.85
1303 南亞,2008/12/31,35.3,22.91
1402 遠東新,2008/12/31,21,12.18
2002 中鋼,2008/12/31,23.1,13.74
2105 正新,2008/12/31,28.2,9.51
2301 光寶科,2008/12/31,21.45,11.41
2303 聯電,2008/12/31,7.43,5.09
2308 台達電,2008/12/31,63.5,42.07
2317 鴻海,2008/12/31,64.2,27.67
2327 國巨,2008/12/31,4.14,10.85
2330 台積電,2008/12/31,44.4,30.45
2354 鴻準,2008/12/31,77.2,38.88
2357 華碩,2008/12/31,36.8,79.71
2382 廣達,2008/12/31,34.6,19.66
2395 研華,2008/12/31,47.5,24.56
2408 南亞科,2008/12/31,6.04,133.56
2409 友達,2008/12/31,24.7,18.28
2412 中華電,2008/12/31,53.5,44.04
2454 聯發科,2008/12/31,220.5,143.99
2474 可成,2008/12/31,54.4,37.59
2492 華新科,2008/12/31,6.45,6.6
2801 彰銀,2008/12/31,12.8,6.63
2823 中壽,2008/12/31,11.95,4.53
2880 華南金,2008/12/31,18.4,8.28
2881 富邦金,2008/12/31,23.9,14.49
2882 國泰金,2008/12/31,36.5,21.94
2883 開發金,2008/12/31,7.24,4.77
2884 玉山金,2008/12/31,8.73,3.55
2885 元大金,2008/12/31,14.7,9.51
2886 兆豐金,2008/12/31,11.45,6.83
2887 台新金,2008/12/31,5.78,2.78
2890 永豐金,2008/12/31,7.15,3.71
2891 中信金,2008/12/31,13.9,5.84
2892 第一金,2008/12/31,17.25,7.75
2912 統一超,2008/12/31,78.4,49.47
3008 大立光,2008/12/31,203.5,167.71
3045 台灣大,2008/12/31,48.7,29.89
3481 群創,2008/12/31,24.25,19.64
4904 遠傳,2008/12/31,37.3,21.99
6505 台塑化,2008/12/31,67.8,47.6
9904 寶成,2008/12/31,14.65,8.95
0050 元大台灣50,2009/1/10,32.01,24.02
1101 台泥,2009/1/10,25.65,14.23
1102 亞泥,2009/1/10,27.8,15.01
1216 統一,2009/1/10,27.8,13.51
1301 台塑,2009/1/10,47.15,27.95
1303 南亞,2009/1/10,35.35,22.94
1402 遠東新,2009/1/10,22.8,13.22
2002 中鋼,2009/1/10,23.5,13.98
2105 正新,2009/1/10,27.6,9.31
2301 光寶科,2009/1/10,20.3,10.79
2303 聯電,2009/1/10,7.82,5.36
2308 台達電,2009/1/10,62.5,41.41
2317 鴻海,2009/1/10,63.6,27.41
2327 國巨,2009/1/10,4.01,10.51
2330 台積電,2009/1/10,41,28.12
2354 鴻準,2009/1/10,77.6,39.08
2357 華碩,2009/1/10,32.5,70.4
2382 廣達,2009/1/10,31.1,17.67
2395 研華,2009/1/10,42.05,21.75
2408 南亞科,2009/1/10,5.7,126.04
2409 友達,2009/1/10,24.9,18.43
2412 中華電,2009/1/10,50.8,41.82
2454 聯發科,2009/1/10,246,160.65
2474 可成,2009/1/10,56.5,39.04
2492 華新科,2009/1/10,6.43,6.58
2801 彰銀,2009/1/10,11.8,6.11
2823 中壽,2009/1/10,11.3,4.28
2880 華南金,2009/1/10,17.15,7.72
2881 富邦金,2009/1/10,21.5,13.04
2882 國泰金,2009/1/10,34.7,20.86
2883 開發金,2009/1/10,6.43,4.24
2884 玉山金,2009/1/10,8.01,3.25
2885 元大金,2009/1/10,12.95,8.37
2886 兆豐金,2009/1/10,10.15,6.05
2887 台新金,2009/1/10,5.15,2.48
2890 永豐金,2009/1/10,6.49,3.36
2891 中信金,2009/1/10,12.05,5.06
2892 第一金,2009/1/10,16.05,7.21
2912 統一超,2009/1/10,75.9,47.89
3008 大立光,2009/1/10,210.5,173.48
3045 台灣大,2009/1/10,45.95,28.21
3481 群創,2009/1/10,25,20.25
4904 遠傳,2009/1/10,34.2,20.17
6505 台塑化,2009/1/10,65.4,45.92
9904 寶成,2009/1/10,14.7,8.98
0050 元大台灣50,2009/1/17,31.4,23.57
1101 台泥,2009/1/17,24.6,13.64
1102 亞泥,2009/1/17,25.5,13.77
1216 統一,2009/1/17,27.1,13.17
1301 台塑,2009/1/17,46.3,27.45
1303 南亞,2009/1/17,33.8,21.93
1402 遠東新,2009/1/17,21.45,12.44
2002 中鋼,2009/1/17,23.25,13.83
2105 正新,2009/1/17,23.95,8.07
2301 光寶科,2009/1/17,20.6,10.95
2303 聯電,2009/1/17,7.35,5.03
2308 台達電,2009/1/17,60.5,40.08
2317 鴻海,2009/1/17,61.6,26.55
2327 國巨,2009/1/17,3.96,10.38
2330 台積電,2009/1/17,41.45,28.42
2354 鴻準,2009/1/17,71.9,36.21
2357 華碩,2009/1/17,30.05,65.09
2382 廣達,2009/1/17,31.2,17.72
2395 研華,2009/1/17,41.2,21.31
2408 南亞科,2009/1/17,5.58,123.39
2409 友達,2009/1/17,24.5,18.13
2412 中華電,2009/1/17,51.2,42.15
2454 聯發科,2009/1/17,237.5,155.09
2474 可成,2009/1/17,57,39.39
2492 華新科,2009/1/17,6.39,6.54
2801 彰銀,2009/1/17,11.45,5.93
2823 中壽,2009/1/17,11.65,4.41
2880 華南金,2009/1/17,16.4,7.38
2881 富邦金,2009/1/17,20.45,12.4
2882 國泰金,2009/1/17,33.7,20.26
2883 開發金,2009/1/17,6.09,4.01
2884 玉山金,2009/1/17,7.8,3.17
2885 元大金,2009/1/17,12.05,7.79
2886 兆豐金,2009/1/17,10.05,5.99
2887 台新金,2009/1/17,5.26,2.53
2890 永豐金,2009/1/17,6.03,3.13
2891 中信金,2009/1/17,11.55,4.85
2892 第一金,2009/1/17,15.1,6.78
2912 統一超,2009/1/17,77.4,48.83
3008 大立光,2009/1/17,210,173.07
3045 台灣大,2009/1/17,45.4,27.87
3481 群創,2009/1/17,26,21.06
4904 遠傳,2009/1/17,33,19.46
6505 台塑化,2009/1/17,60.6,42.55
9904 寶成,2009/1/17,14.7,8.98
0050 元大台灣50,2009/1/21,30.5,22.89
1101 台泥,2009/1/21,22.35,12.39
1102 亞泥,2009/1/21,23.6,12.75
1216 統一,2009/1/21,26.05,12.66
1301 台塑,2009/1/21,47.55,28.19
1303 南亞,2009/1/21,33.1,21.48
1402 遠東新,2009/1/21,20.9,12.12
2002 中鋼,2009/1/21,22.6,13.44
2105 正新,2009/1/21,23.55,7.94
2301 光寶科,2009/1/21,20.25,10.77
2303 聯電,2009/1/21,7.3,5
2308 台達電,2009/1/21,52.7,34.92
2317 鴻海,2009/1/21,59,25.43
2327 國巨,2009/1/21,3.82,10.02
2330 台積電,2009/1/21,40.2,27.57
2354 鴻準,2009/1/21,68.1,34.3
2357 華碩,2009/1/21,30.25,65.52
2382 廣達,2009/1/21,31.6,17.95
2395 研華,2009/1/21,41.3,21.36
2408 南亞科,2009/1/21,5.62,124.27
2409 友達,2009/1/21,23.05,17.06
2412 中華電,2009/1/21,51.1,42.07
2454 聯發科,2009/1/21,240,156.73
2474 可成,2009/1/21,56.8,39.25
2492 華新科,2009/1/21,6.19,6.34
2801 彰銀,2009/1/21,10.6,5.49
2823 中壽,2009/1/21,11.35,4.3
2880 華南金,2009/1/21,15.7,7.07
2881 富邦金,2009/1/21,20.2,12.25
2882 國泰金,2009/1/21,32.15,19.33
2883 開發金,2009/1/21,5.77,3.8
2884 玉山金,2009/1/21,7.65,3.11
2885 元大金,2009/1/21,12.2,7.89
2886 兆豐金,2009/1/21,9.78,5.83
2887 台新金,2009/1/21,5.19,2.5
2890 永豐金,2009/1/21,5.58,2.89
2891 中信金,2009/1/21,10.95,4.6
2892 第一金,2009/1/21,14.1,6.33
2912 統一超,2009/1/21,79.3,50.03
3008 大立光,2009/1/21,195,160.71
3045 台灣大,2009/1/21,47,28.85
3481 群創,2009/1/21,25.25,20.45
4904 遠傳,2009/1/21,32.3,19.05
6505 台塑化,2009/1/21,57,40.02
9904 寶成,2009/1/21,14.4,8.8
0050 元大台灣50,2009/2/6,32.2,24.17
1101 台泥,2009/2/6,26.9,14.92
1102 亞泥,2009/2/6,27.65,14.93
1216 統一,2009/2/6,27.1,13.17
1301 台塑,2009/2/6,47.3,28.04
1303 南亞,2009/2/6,34,22.06
1402 遠東新,2009/2/6,22.35,12.96
2002 中鋼,2009/2/6,24.2,14.4
2105 正新,2009/2/6,25.8,8.7
2301 光寶科,2009/2/6,21.35,11.35
2303 聯電,2009/2/6,7.92,5.42
2308 台達電,2009/2/6,53.8,35.65
2317 鴻海,2009/2/6,63.5,27.37
2327 國巨,2009/2/6,4.07,10.67
2330 台積電,2009/2/6,44.7,30.65
2354 鴻準,2009/2/6,73.7,37.12
2357 華碩,2009/2/6,31.1,67.36
2382 廣達,2009/2/6,35.75,20.31
2395 研華,2009/2/6,42.85,22.16
2408 南亞科,2009/2/6,6.51,143.95
2409 友達,2009/2/6,26.9,19.91
2412 中華電,2009/2/6,51.1,42.07
2454 聯發科,2009/2/6,255.5,166.85
2474 可成,2009/2/6,57.4,39.66
2492 華新科,2009/2/6,6.5,6.66
2801 彰銀,2009/2/6,10.35,5.36
2823 中壽,2009/2/6,11.9,4.51
2880 華南金,2009/2/6,16.4,7.38
2881 富邦金,2009/2/6,21,12.74
2882 國泰金,2009/2/6,31.25,18.79
2883 開發金,2009/2/6,5.83,3.84
2884 玉山金,2009/2/6,7.9,3.21
2885 元大金,2009/2/6,12.3,7.95
2886 兆豐金,2009/2/6,10.35,6.17
2887 台新金,2009/2/6,5.17,2.49
2890 永豐金,2009/2/6,5.55,2.88
2891 中信金,2009/2/6,11,4.62
2892 第一金,2009/2/6,14.1,6.33
2912 統一超,2009/2/6,79,49.84
3008 大立光,2009/2/6,217,178.84
3045 台灣大,2009/2/6,45.2,27.75
3481 群創,2009/2/6,29.15,23.61
4904 遠傳,2009/2/6,31.65,18.66
6505 台塑化,2009/2/6,57.5,40.37
9904 寶成,2009/2/6,14.85,9.07
0050 元大台灣50,2009/2/13,33.28,24.98
1101 台泥,2009/2/13,27.3,15.14
1102 亞泥,2009/2/13,26.5,14.31
1216 統一,2009/2/13,26.25,12.76
1301 台塑,2009/2/13,48.2,28.57
1303 南亞,2009/2/13,34.5,22.39
1402 遠東新,2009/2/13,22.15,12.85
2002 中鋼,2009/2/13,23.55,14.01
2105 正新,2009/2/13,28.4,9.58
2301 光寶科,2009/2/13,21.25,11.3
2303 聯電,2009/2/13,8.71,5.96
2308 台達電,2009/2/13,56.8,37.63
2317 鴻海,2009/2/13,63.3,27.28
2327 國巨,2009/2/13,4.3,11.27
2330 台積電,2009/2/13,45.95,31.51
2354 鴻準,2009/2/13,80.6,40.59
2357 華碩,2009/2/13,33.15,71.8
2382 廣達,2009/2/13,36.4,20.68
2395 研華,2009/2/13,40.5,20.94
2408 南亞科,2009/2/13,7.05,155.89
2409 友達,2009/2/13,27.2,20.13
2412 中華電,2009/2/13,51.3,42.23
2454 聯發科,2009/2/13,291,190.03
2474 可成,2009/2/13,59.6,41.18
2492 華新科,2009/2/13,7.38,7.56
2801 彰銀,2009/2/13,10.5,5.44
2823 中壽,2009/2/13,12.1,4.58
2880 華南金,2009/2/13,16.25,7.31
