證券代碼,年月日,收盤價(元),收盤價(元)_週
2303 聯電,2008/4/18,18.95,11.74
2308 台達電,2008/4/18,94.6,56.63
2317 鴻海,2008/4/18,186,66.67
2327 國巨,2008/4/18,11,27.88
2330 台積電,2008/4/18,66.8,42.64
2354 鴻準,2008/4/18,205,89.75
2357 華碩,2008/4/18,96.9,180.67
2382 廣達,2008/4/18,48.2,24.35
2395 研華,2008/4/18,82.6,38.01
2408 南亞科,2008/4/18,19.3,426.77
2409 友達,2008/4/18,57.8,37.33
2412 中華電,2008/4/18,79,49.97
2454 聯發科,2008/4/18,372,220.24
2474 可成,2008/4/18,119,70.83
2492 華新科,2008/4/18,23.35,20.66
2801 彰銀,2008/4/18,25.8,12.69
2823 中壽,2008/4/18,26.75,9.46
2880 華南金,2008/4/18,31.95,13.53
2881 富邦金,2008/4/18,36.1,20.78
2882 國泰金,2008/4/18,82.7,45.5
2883 開發金,2008/4/18,15,9.44
2884 玉山金,2008/4/18,19,7.19
2885 元大金,2008/4/18,30.9,19.27
2886 兆豐金,2008/4/18,27,15.13
2887 台新金,2008/4/18,15.95,7.54
2890 永豐金,2008/4/18,15.05,7.72
2891 中信金,2008/4/18,32.3,12.44
2892 第一金,2008/4/18,35.55,14.79
2912 統一超,2008/4/18,111.5,68.08
3008 大立光,2008/4/18,394,307.16
3045 台灣大,2008/4/18,59,34.59
3481 群創,2008/4/18,90.2,63.61
4904 遠傳,2008/4/18,51.8,28.71
6505 台塑化,2008/4/18,94.5,61.55
9904 寶成,2008/4/18,31.45,16.74
0050 元大台灣50,2008/4/25,63.5,44.97
1101 台泥,2008/4/25,53.9,28.2
1102 亞泥,2008/4/25,54.5,26.07
1216 統一,2008/4/25,44.55,19.57
1301 台塑,2008/4/25,88.2,47.41
1303 南亞,2008/4/25,74.3,43
1402 遠東新,2008/4/25,51.1,27.48
2002 中鋼,2008/4/25,49.75,26.48
2105 正新,2008/4/25,57.4,16.36
2301 光寶科,2008/4/25,36.8,17.28
2303 聯電,2008/4/25,19,11.77
2308 台達電,2008/4/25,94.1,56.33
2317 鴻海,2008/4/25,176,63.09
2327 國巨,2008/4/25,10.6,26.87
2330 台積電,2008/4/25,64.7,41.3
2354 鴻準,2008/4/25,204,89.31
2357 華碩,2008/4/25,95.1,177.32
2382 廣達,2008/4/25,49,24.75
2395 研華,2008/4/25,81.9,37.69
2408 南亞科,2008/4/25,20.4,451.1
2409 友達,2008/4/25,60.5,39.07
2412 中華電,2008/4/25,79.3,50.16
2454 聯發科,2008/4/25,391,231.49
2474 可成,2008/4/25,121.5,72.32
2492 華新科,2008/4/25,23.7,20.97
2801 彰銀,2008/4/25,24.8,12.2
2823 中壽,2008/4/25,26.9,9.51
2880 華南金,2008/4/25,30.65,12.98
2881 富邦金,2008/4/25,34.9,20.09
2882 國泰金,2008/4/25,83.5,45.94
2883 開發金,2008/4/25,14.65,9.22
2884 玉山金,2008/4/25,18.5,7
2885 元大金,2008/4/25,29.2,18.21
2886 兆豐金,2008/4/25,26.15,14.65
2887 台新金,2008/4/25,15.75,7.44
2890 永豐金,2008/4/25,15.2,7.79
2891 中信金,2008/4/25,31,11.94
2892 第一金,2008/4/25,35.8,14.89
2912 統一超,2008/4/25,110,67.17
3008 大立光,2008/4/25,396,308.72
3045 台灣大,2008/4/25,57.5,33.71
3481 群創,2008/4/25,88.5,62.41
4904 遠傳,2008/4/25,49.45,27.41
6505 台塑化,2008/4/25,93,60.57
9904 寶成,2008/4/25,31.3,16.66
0050 元大台灣50,2008/5/2,64.2,45.47
1101 台泥,2008/5/2,49.4,25.84
1102 亞泥,2008/5/2,57,27.27
1216 統一,2008/5/2,43.6,19.15
1301 台塑,2008/5/2,88.4,47.52
1303 南亞,2008/5/2,71.8,41.56
1402 遠東新,2008/5/2,50.7,27.26
2002 中鋼,2008/5/2,49.85,26.53
2105 正新,2008/5/2,58.4,16.65
2301 光寶科,2008/5/2,35.05,16.45
2303 聯電,2008/5/2,18.95,11.74
2308 台達電,2008/5/2,92.7,55.49
2317 鴻海,2008/5/2,169,60.58
2327 國巨,2008/5/2,10.5,26.61
2330 台積電,2008/5/2,68,43.41
2354 鴻準,2008/5/2,183,80.12
2357 華碩,2008/5/2,99,184.59
2382 廣達,2008/5/2,51,25.76
2395 研華,2008/5/2,80.7,37.13
2408 南亞科,2008/5/2,19.55,432.3
2409 友達,2008/5/2,61.6,39.78
2412 中華電,2008/5/2,77.9,49.27
2454 聯發科,2008/5/2,417.5,247.18
2474 可成,2008/5/2,111.5,66.36
2492 華新科,2008/5/2,21.45,18.98
2801 彰銀,2008/5/2,24.5,12.05
2823 中壽,2008/5/2,26.45,9.35
2880 華南金,2008/5/2,31.2,13.21
2881 富邦金,2008/5/2,36.8,21.18
2882 國泰金,2008/5/2,86.2,47.42
2883 開發金,2008/5/2,14.6,9.19
2884 玉山金,2008/5/2,18.65,7.06
2885 元大金,2008/5/2,29.2,18.21
2886 兆豐金,2008/5/2,26.65,14.93
2887 台新金,2008/5/2,16,7.56
2890 永豐金,2008/5/2,15.25,7.82
2891 中信金,2008/5/2,32.5,12.52
2892 第一金,2008/5/2,37.6,15.64
2912 統一超,2008/5/2,105.5,64.42
3008 大立光,2008/5/2,422,328.99
3045 台灣大,2008/5/2,58.5,34.29
3481 群創,2008/5/2,87.5,61.7
4904 遠傳,2008/5/2,50.5,27.99
6505 台塑化,2008/5/2,91.5,59.59
9904 寶成,2008/5/2,31.75,16.9
0050 元大台灣50,2008/5/9,62.25,44.09
1101 台泥,2008/5/9,50.1,26.21
1102 亞泥,2008/5/9,55.4,26.5
1216 統一,2008/5/9,42.4,18.62
1301 台塑,2008/5/9,86.3,46.39
1303 南亞,2008/5/9,71.3,41.27
1402 遠東新,2008/5/9,48.3,25.97
2002 中鋼,2008/5/9,49.8,26.5
2105 正新,2008/5/9,56.6,16.13
2301 光寶科,2008/5/9,35,16.43
2303 聯電,2008/5/9,18.7,11.58
2308 台達電,2008/5/9,89.6,53.64
2317 鴻海,2008/5/9,164.5,58.97
2327 國巨,2008/5/9,10.65,26.99
2330 台積電,2008/5/9,66.3,42.32
2354 鴻準,2008/5/9,167.5,73.33
2357 華碩,2008/5/9,96.3,179.55
2382 廣達,2008/5/9,51.5,26.01
2395 研華,2008/5/9,78.5,36.12
2408 南亞科,2008/5/9,19.15,423.46
2409 友達,2008/5/9,59,38.1
2412 中華電,2008/5/9,77.8,49.21
2454 聯發科,2008/5/9,401,237.41
2474 可成,2008/5/9,106.5,63.39
2492 華新科,2008/5/9,20.55,18.19
2801 彰銀,2008/5/9,22.95,11.29
2823 中壽,2008/5/9,25.15,8.89
2880 華南金,2008/5/9,29.5,12.49
2881 富邦金,2008/5/9,33.95,19.54
2882 國泰金,2008/5/9,80.1,44.07
2883 開發金,2008/5/9,13.65,8.59
2884 玉山金,2008/5/9,18,6.81
2885 元大金,2008/5/9,27.65,17.24
2886 兆豐金,2008/5/9,25.1,14.06
2887 台新金,2008/5/9,14.9,7.04
2890 永豐金,2008/5/9,14.25,7.31
2891 中信金,2008/5/9,29.5,11.36
2892 第一金,2008/5/9,35.5,14.77
2912 統一超,2008/5/9,102,62.28
3008 大立光,2008/5/9,404,314.96
3045 台灣大,2008/5/9,55,32.24
3481 群創,2008/5/9,86,60.64
4904 遠傳,2008/5/9,49.5,27.44
6505 台塑化,2008/5/9,90.2,58.74
9904 寶成,2008/5/9,31.1,16.55
0050 元大台灣50,2008/5/16,65.4,46.32
1101 台泥,2008/5/16,51.2,26.78
1102 亞泥,2008/5/16,56.3,26.93
1216 統一,2008/5/16,43.2,18.97
1301 台塑,2008/5/16,91,48.91
1303 南亞,2008/5/16,74,42.83
1402 遠東新,2008/5/16,51.3,27.58
2002 中鋼,2008/5/16,52.3,27.83
2105 正新,2008/5/16,59.5,16.96
2301 光寶科,2008/5/16,35.7,16.76
2303 聯電,2008/5/16,19.95,12.36
2308 台達電,2008/5/16,91.3,54.65
2317 鴻海,2008/5/16,182,65.24
2327 國巨,2008/5/16,10.95,27.75
2330 台積電,2008/5/16,69.2,44.18
2354 鴻準,2008/5/16,189,82.74
2357 華碩,2008/5/16,98,182.72
2382 廣達,2008/5/16,52.5,26.52
2395 研華,2008/5/16,82.3,37.87
2408 南亞科,2008/5/16,19.6,433.41
2409 友達,2008/5/16,60.3,38.94
2412 中華電,2008/5/16,78.9,49.91
2454 聯發科,2008/5/16,417,246.88
2474 可成,2008/5/16,121.5,72.32
2492 華新科,2008/5/16,21.1,18.67
2801 彰銀,2008/5/16,24.8,12.2
2823 中壽,2008/5/16,26.35,9.32
2880 華南金,2008/5/16,32,13.55
2881 富邦金,2008/5/16,35.85,20.64
2882 國泰金,2008/5/16,82.1,45.17
2883 開發金,2008/5/16,14.05,8.85
2884 玉山金,2008/5/16,18.45,6.98
2885 元大金,2008/5/16,29.75,18.55
2886 兆豐金,2008/5/16,26.5,14.85
2887 台新金,2008/5/16,15.35,7.25
2890 永豐金,2008/5/16,15.05,7.72
2891 中信金,2008/5/16,31.5,12.13
2892 第一金,2008/5/16,38.3,15.93
2912 統一超,2008/5/16,107.5,65.64
3008 大立光,2008/5/16,450,350.82
3045 台灣大,2008/5/16,56.2,32.94
3481 群創,2008/5/16,95,66.99
4904 遠傳,2008/5/16,50.1,27.77
6505 台塑化,2008/5/16,94,61.22
9904 寶成,2008/5/16,31,16.5
0050 元大台灣50,2008/5/23,62.45,44.23
1101 台泥,2008/5/23,50.8,26.58
1102 亞泥,2008/5/23,57,27.27
1216 統一,2008/5/23,41.8,18.36
1301 台塑,2008/5/23,86.9,46.71
1303 南亞,2008/5/23,72.3,41.85
1402 遠東新,2008/5/23,49.5,26.62
2002 中鋼,2008/5/23,51.7,27.51
2105 正新,2008/5/23,55.5,15.82
2301 光寶科,2008/5/23,34.8,16.34
2303 聯電,2008/5/23,18.8,11.65
2308 台達電,2008/5/23,88,52.68
2317 鴻海,2008/5/23,175,62.73
2327 國巨,2008/5/23,10.3,26.1
2330 台積電,2008/5/23,65.5,41.81
2354 鴻準,2008/5/23,176,77.05
2357 華碩,2008/5/23,92.4,172.28
2382 廣達,2008/5/23,50.3,25.41
2395 研華,2008/5/23,77.5,35.66
2408 南亞科,2008/5/23,18.6,411.29
2409 友達,2008/5/23,56.2,36.29
2412 中華電,2008/5/23,76.2,48.2
2454 聯發科,2008/5/23,380,224.97
2474 可成,2008/5/23,111.5,66.36
2492 華新科,2008/5/23,20.6,18.23
2801 彰銀,2008/5/23,23.5,11.56
2823 中壽,2008/5/23,24.05,8.5
2880 華南金,2008/5/23,30.1,12.74
2881 富邦金,2008/5/23,34.3,19.74
2882 國泰金,2008/5/23,79.2,43.57
2883 開發金,2008/5/23,13.45,8.47
2884 玉山金,2008/5/23,17.8,6.74
2885 元大金,2008/5/23,27.25,16.99
2886 兆豐金,2008/5/23,24.55,13.76
2887 台新金,2008/5/23,14.9,7.04
2890 永豐金,2008/5/23,14.1,7.23
2891 中信金,2008/5/23,30.3,11.67
2892 第一金,2008/5/23,35.4,14.72
2912 統一超,2008/5/23,104,63.51
3008 大立光,2008/5/23,410,319.63
3045 台灣大,2008/5/23,57.5,33.71
3481 群創,2008/5/23,87,61.35
4904 遠傳,2008/5/23,49.7,27.55
6505 台塑化,2008/5/23,95.3,62.07
9904 寶成,2008/5/23,30.7,16.34
0050 元大台灣50,2008/5/30,62.2,44.05
1101 台泥,2008/5/30,51,26.68
1102 亞泥,2008/5/30,56.5,27.03
1216 統一,2008/5/30,42.95,18.86
1301 台塑,2008/5/30,85.8,46.12
1303 南亞,2008/5/30,70.5,40.81
1402 遠東新,2008/5/30,47.3,25.43
2002 中鋼,2008/5/30,52,27.67
2105 正新,2008/5/30,52,14.82
2301 光寶科,2008/5/30,36,16.9
2303 聯電,2008/5/30,18.9,11.71
2308 台達電,2008/5/30,86.8,51.96
2317 鴻海,2008/5/30,172,61.65
2327 國巨,2008/5/30,9.92,25.14
2330 台積電,2008/5/30,65.6,41.88
2354 鴻準,2008/5/30,176.5,77.27
2357 華碩,2008/5/30,87.7,163.52
2382 廣達,2008/5/30,48,24.25
2395 研華,2008/5/30,79,36.35
2408 南亞科,2008/5/30,17.6,389.18
2409 友達,2008/5/30,58.4,37.71
2412 中華電,2008/5/30,75.4,47.69
2454 聯發科,2008/5/30,380,224.97
2474 可成,2008/5/30,105,62.49
2492 華新科,2008/5/30,18.95,16.77
2801 彰銀,2008/5/30,24.7,12.15
2823 中壽,2008/5/30,25,8.84
2880 華南金,2008/5/30,28,11.85
2881 富邦金,2008/5/30,36.2,20.84
2882 國泰金,2008/5/30,77.7,42.75
2883 開發金,2008/5/30,12.95,8.15
2884 玉山金,2008/5/30,17.15,6.49
2885 元大金,2008/5/30,28.3,17.65
2886 兆豐金,2008/5/30,23.8,13.34
2887 台新金,2008/5/30,14.2,6.71
2890 永豐金,2008/5/30,13.8,7.07
2891 中信金,2008/5/30,31,11.94
2892 第一金,2008/5/30,36.05,15
2912 統一超,2008/5/30,115,70.22
3008 大立光,2008/5/30,380,296.25
3045 台灣大,2008/5/30,56.4,33.06
3481 群創,2008/5/30,85,59.94
4904 遠傳,2008/5/30,52.8,29.27
6505 台塑化,2008/5/30,87,56.66
9904 寶成,2008/5/30,29.65,15.78
0050 元大台灣50,2008/6/6,62.7,44.41
1101 台泥,2008/6/6,50,26.16
1102 亞泥,2008/6/6,54,25.83
1216 統一,2008/6/6,42.5,18.67
1301 台塑,2008/6/6,82,44.08
1303 南亞,2008/6/6,71.7,41.5
1402 遠東新,2008/6/6,48.9,26.29
2002 中鋼,2008/6/6,52.3,27.83
2105 正新,2008/6/6,51.6,14.71
2301 光寶科,2008/6/6,36.1,16.95
2303 聯電,2008/6/6,18.6,11.52
2308 台達電,2008/6/6,88,52.68
2317 鴻海,2008/6/6,181,64.88
2327 國巨,2008/6/6,9.96,25.24
2330 台積電,2008/6/6,68.4,43.66
2354 鴻準,2008/6/6,181,79.24
2357 華碩,2008/6/6,89,165.94
2382 廣達,2008/6/6,50,25.26
2395 研華,2008/6/6,82,37.73
2408 南亞科,2008/6/6,17.85,394.71
2409 友達,2008/6/6,55.2,35.65
2412 中華電,2008/6/6,77.3,48.89
2454 聯發科,2008/6/6,373,220.83
2474 可成,2008/6/6,110,65.47
2492 華新科,2008/6/6,19.1,16.9
2801 彰銀,2008/6/6,23.9,11.75
2823 中壽,2008/6/6,26,9.19
2880 華南金,2008/6/6,30.6,12.95
2881 富邦金,2008/6/6,34,19.57
2882 國泰金,2008/6/6,78.4,43.13
2883 開發金,2008/6/6,12.95,8.15
2884 玉山金,2008/6/6,17.4,6.58
2885 元大金,2008/6/6,26.5,16.53
2886 兆豐金,2008/6/6,24.1,13.5
2887 台新金,2008/6/6,15.1,7.14
2890 永豐金,2008/6/6,14.15,7.25
2891 中信金,2008/6/6,30.8,11.86
2892 第一金,2008/6/6,36.4,15.14
2912 統一超,2008/6/6,121,73.89
3008 大立光,2008/6/6,415,323.53
3045 台灣大,2008/6/6,56.9,33.36
3481 群創,2008/6/6,85.3,60.15
4904 遠傳,2008/6/6,50,27.72
6505 台塑化,2008/6/6,91,59.27
9904 寶成,2008/6/6,30.05,15.99
0050 元大台灣50,2008/6/13,58.8,41.64
1101 台泥,2008/6/13,45.3,23.7
1102 亞泥,2008/6/13,48.5,23.2
1216 統一,2008/6/13,41.7,18.31
1301 台塑,2008/6/13,81.1,43.59
1303 南亞,2008/6/13,69.5,40.23
1402 遠東新,2008/6/13,45.55,24.49
2002 中鋼,2008/6/13,50.2,26.71
2105 正新,2008/6/13,47.5,13.54
2301 光寶科,2008/6/13,32.6,15.3
2303 聯電,2008/6/13,17,10.53
2308 台達電,2008/6/13,84.2,50.4
2317 鴻海,2008/6/13,172,61.65
2327 國巨,2008/6/13,9.82,24.89
2330 台積電,2008/6/13,64.8,41.37
2354 鴻準,2008/6/13,165.5,72.45
2357 華碩,2008/6/13,82.6,154.01
2382 廣達,2008/6/13,47.9,24.2
2395 研華,2008/6/13,76.3,35.11
2408 南亞科,2008/6/13,15.8,349.38
2409 友達,2008/6/13,52.6,33.97
2412 中華電,2008/6/13,75,47.44
2454 聯發科,2008/6/13,326,193
2474 可成,2008/6/13,100.5,59.82
2492 華新科,2008/6/13,17.65,15.62
2801 彰銀,2008/6/13,22,10.82
2823 中壽,2008/6/13,23.8,8.41
2880 華南金,2008/6/13,28.95,12.26
2881 富邦金,2008/6/13,32.5,18.71
2882 國泰金,2008/6/13,74.3,40.88
2883 開發金,2008/6/13,12.15,7.65
2884 玉山金,2008/6/13,16.3,6.17
2885 元大金,2008/6/13,24,14.97
2886 兆豐金,2008/6/13,22.75,12.75
2887 台新金,2008/6/13,14.15,6.69
2890 永豐金,2008/6/13,13.25,6.79
2891 中信金,2008/6/13,28.55,11
2892 第一金,2008/6/13,34.3,14.27
2912 統一超,2008/6/13,110,67.17
3008 大立光,2008/6/13,395.5,308.33
3045 台灣大,2008/6/13,55.2,32.36
3481 群創,2008/6/13,69,48.66
4904 遠傳,2008/6/13,48.9,27.11
6505 台塑化,2008/6/13,90,58.61
9904 寶成,2008/6/13,26.75,14.24
0050 元大台灣50,2008/6/20,57.2,40.51
1101 台泥,2008/6/20,44,23.02
1102 亞泥,2008/6/20,50.5,24.16
1216 統一,2008/6/20,39.1,17.17
1301 台塑,2008/6/20,78.2,42.03
1303 南亞,2008/6/20,68,39.36
1402 遠東新,2008/6/20,42,22.58
2002 中鋼,2008/6/20,49.1,26.13
2105 正新,2008/6/20,44.5,12.68
2301 光寶科,2008/6/20,31,14.55
2303 聯電,2008/6/20,16.75,10.38
2308 台達電,2008/6/20,84.5,50.58
2317 鴻海,2008/6/20,165,59.15
2327 國巨,2008/6/20,9.3,23.57
2330 台積電,2008/6/20,63.7,40.66
2354 鴻準,2008/6/20,158,69.17
2357 華碩,2008/6/20,82,152.89
2382 廣達,2008/6/20,46.3,23.39
2395 研華,2008/6/20,74.4,34.23
2408 南亞科,2008/6/20,14.8,327.27
2409 友達,2008/6/20,51.1,33
2412 中華電,2008/6/20,75.5,47.76
2454 聯發科,2008/6/20,333.5,197.44
2474 可成,2008/6/20,97,57.73
2492 華新科,2008/6/20,16.7,14.78
2801 彰銀,2008/6/20,21.8,10.72
2823 中壽,2008/6/20,21.3,7.53
2880 華南金,2008/6/20,28.7,12.15
2881 富邦金,2008/6/20,32.4,18.65
2882 國泰金,2008/6/20,71.7,39.44
2883 開發金,2008/6/20,11.75,7.4
2884 玉山金,2008/6/20,16.15,6.11
2885 元大金,2008/6/20,23.35,14.56
2886 兆豐金,2008/6/20,23.1,12.94
2887 台新金,2008/6/20,12.95,6.12
2890 永豐金,2008/6/20,13.35,6.84
2891 中信金,2008/6/20,28.55,11
2892 第一金,2008/6/20,32.4,13.48
2912 統一超,2008/6/20,103,62.89
3008 大立光,2008/6/20,405,315.74
3045 台灣大,2008/6/20,55,32.24
3481 群創,2008/6/20,62.8,44.28
4904 遠傳,2008/6/20,46.25,25.64
6505 台塑化,2008/6/20,80,56.17
9904 寶成,2008/6/20,26.6,14.16
0050 元大台灣50,2008/6/27,55.25,39.13
1101 台泥,2008/6/27,40.65,21.27
1102 亞泥,2008/6/27,45,21.53
1216 統一,2008/6/27,37.1,16.29
1301 台塑,2008/6/27,76.5,41.12
1303 南亞,2008/6/27,65.4,37.85
1402 遠東新,2008/6/27,39.55,21.27
2002 中鋼,2008/6/27,45.9,24.43
2105 正新,2008/6/27,40.5,11.54
2301 光寶科,2008/6/27,30.9,14.51
2303 聯電,2008/6/27,16.15,10
2308 台達電,2008/6/27,82.4,49.33
2317 鴻海,2008/6/27,151,54.13
2327 國巨,2008/6/27,10,25.34
2330 台積電,2008/6/27,64,40.86
2354 鴻準,2008/6/27,142,62.17
2357 華碩,2008/6/27,82.9,154.57
2382 廣達,2008/6/27,46.8,23.64
2395 研華,2008/6/27,74,34.05
2408 南亞科,2008/6/27,13.7,302.94
2409 友達,2008/6/27,47.1,30.42
2412 中華電,2008/6/27,75,47.44
2454 聯發科,2008/6/27,346.5,205.14
2474 可成,2008/6/27,87,51.78
2492 華新科,2008/6/27,15.7,13.89
2801 彰銀,2008/6/27,21.1,10.38
2823 中壽,2008/6/27,22,7.78
2880 華南金,2008/6/27,28.3,11.98
2881 富邦金,2008/6/27,31.7,18.25
2882 國泰金,2008/6/27,68.2,37.52
2883 開發金,2008/6/27,11.8,7.43
2884 玉山金,2008/6/27,16.2,6.13
2885 元大金,2008/6/27,22,13.72
2886 兆豐金,2008/6/27,23.2,13
2887 台新金,2008/6/27,13.1,6.19
2890 永豐金,2008/6/27,13.6,6.97
2891 中信金,2008/6/27,28.05,10.8
2892 第一金,2008/6/27,32.4,13.48
2912 統一超,2008/6/27,97.4,59.48
3008 大立光,2008/6/27,391.5,305.21
3045 台灣大,2008/6/27,54,31.66
3481 群創,2008/6/27,54.1,38.15
4904 遠傳,2008/6/27,46.95,26.02
6505 台塑化,2008/6/27,78.5,55.11
9904 寶成,2008/6/27,26.2,13.95
0050 元大台灣50,2008/7/4,52.6,37.25
1101 台泥,2008/7/4,41,21.45
1102 亞泥,2008/7/4,44.2,21.14
1216 統一,2008/7/4,36.5,16.03
1301 台塑,2008/7/4,68.8,36.98
1303 南亞,2008/7/4,53.4,34.65
1402 遠東新,2008/7/4,38.35,20.62
2002 中鋼,2008/7/4,45.8,24.37
2105 正新,2008/7/4,41.5,11.83
2301 光寶科,2008/7/4,29.8,13.99
2303 聯電,2008/7/4,15.55,9.63
2308 台達電,2008/7/4,84,50.28
2317 鴻海,2008/7/4,148,53.05
2327 國巨,2008/7/4,9.33,23.65
2330 台積電,2008/7/4,59,37.66
2354 鴻準,2008/7/4,145,63.48
2357 華碩,2008/7/4,82,152.89
2382 廣達,2008/7/4,44.75,22.6
2395 研華,2008/7/4,73,33.59
2408 南亞科,2008/7/4,13.6,300.73
2409 友達,2008/7/4,46.95,30.32
2412 中華電,2008/7/4,75.7,47.88
2454 聯發科,2008/7/4,323,191.23
2474 可成,2008/7/4,91,54.16
2492 華新科,2008/7/4,15.9,14.07
2801 彰銀,2008/7/4,20.15,9.91
2823 中壽,2008/7/4,23.65,8.36
2880 華南金,2008/7/4,26.5,11.22
2881 富邦金,2008/7/4,27.35,16.59
2882 國泰金,2008/7/4,62.9,36.01
2883 開發金,2008/7/4,11,6.93
2884 玉山金,2008/7/4,16.1,6.09
2885 元大金,2008/7/4,19.3,12.04
2886 兆豐金,2008/7/4,21.2,11.88
2887 台新金,2008/7/4,12.2,5.77
2890 永豐金,2008/7/4,12.6,6.46
2891 中信金,2008/7/4,23.7,9.2
2892 第一金,2008/7/4,28.75,11.96
2912 統一超,2008/7/4,100,61.06
3008 大立光,2008/7/4,396.5,309.11
3045 台灣大,2008/7/4,50.6,31.06
3481 群創,2008/7/4,58,40.9
4904 遠傳,2008/7/4,47.15,26.14
6505 台塑化,2008/7/4,74,51.95
9904 寶成,2008/7/4,25.5,13.57
0050 元大台灣50,2008/7/11,52.9,37.47
1101 台泥,2008/7/11,42.6,22.29
1102 亞泥,2008/7/11,44.3,21.19
1216 統一,2008/7/11,41,18.01
1301 台塑,2008/7/11,63,37.35
1303 南亞,2008/7/11,54.5,35.37
1402 遠東新,2008/7/11,39.9,21.45
2002 中鋼,2008/7/11,48.3,25.7
2105 正新,2008/7/11,46,13.11
2301 光寶科,2008/7/11,28.5,13.38
2303 聯電,2008/7/11,16,9.91
2308 台達電,2008/7/11,83.9,50.23
2317 鴻海,2008/7/11,139,49.83
2327 國巨,2008/7/11,9.42,23.87
2330 台積電,2008/7/11,62.4,39.83
2354 鴻準,2008/7/11,143,62.6
2357 華碩,2008/7/11,79,147.3
2382 廣達,2008/7/11,45,22.73
2395 研華,2008/7/11,73.5,33.82
2408 南亞科,2008/7/11,13.2,291.89
2409 友達,2008/7/11,43.4,28.03
2412 中華電,2008/7/11,74.7,47.25
2454 聯發科,2008/7/11,307,181.76
2474 可成,2008/7/11,87,51.78
2492 華新科,2008/7/11,16,14.16
2801 彰銀,2008/7/11,19.45,9.57
2823 中壽,2008/7/11,23.3,8.24
2880 華南金,2008/7/11,24.85,10.52
2881 富邦金,2008/7/11,27.55,16.71
2882 國泰金,2008/7/11,66,37.79
2883 開發金,2008/7/11,10.65,6.71
2884 玉山金,2008/7/11,16,6.05
2885 元大金,2008/7/11,18.8,12.16
2886 兆豐金,2008/7/11,20.65,11.57
2887 台新金,2008/7/11,11.75,5.55
2890 永豐金,2008/7/11,12.7,6.51
2891 中信金,2008/7/11,23.8,9.24
2892 第一金,2008/7/11,26.5,11.02
2912 統一超,2008/7/11,96.1,58.68
3008 大立光,2008/7/11,391,304.82
3045 台灣大,2008/7/11,54.5,33.45
3481 群創,2008/7/11,55.7,39.28
4904 遠傳,2008/7/11,47.4,26.27
6505 台塑化,2008/7/11,73,51.25
9904 寶成,2008/7/11,27.65,14.72
0050 元大台灣50,2008/7/18,51,36.12
1101 台泥,2008/7/18,35.5,18.57
1102 亞泥,2008/7/18,40.5,19.37
1216 統一,2008/7/18,39,17.13
1301 台塑,2008/7/18,60.8,36.04
1303 南亞,2008/7/18,49.5,32.12
1402 遠東新,2008/7/18,36.2,19.47
2002 中鋼,2008/7/18,47,25.01
2105 正新,2008/7/18,40.5,11.54
2301 光寶科,2008/7/18,26.6,12.49
2303 聯電,2008/7/18,15.3,9.48
2308 台達電,2008/7/18,76.4,50.62
2317 鴻海,2008/7/18,143.5,51.44
2327 國巨,2008/7/18,8.87,22.48
2330 台積電,2008/7/18,58,39.77
2354 鴻準,2008/7/18,138,60.42
2357 華碩,2008/7/18,77,143.57
2382 廣達,2008/7/18,45.8,23.13
2395 研華,2008/7/18,67,30.83
2408 南亞科,2008/7/18,10.65,235.5
2409 友達,2008/7/18,38.45,24.83
2412 中華電,2008/7/18,72,45.54
2454 聯發科,2008/7/18,304,198.52
2474 可成,2008/7/18,79.9,47.56
2492 華新科,2008/7/18,15.1,13.36
2801 彰銀,2008/7/18,17.3,8.96
2823 中壽,2008/7/18,19.6,6.93
2880 華南金,2008/7/18,22.3,9.44
2881 富邦金,2008/7/18,26.7,16.19
2882 國泰金,2008/7/18,60,34.35
2883 開發金,2008/7/18,9.92,6.25
2884 玉山金,2008/7/18,13.9,5.26
2885 元大金,2008/7/18,18.5,11.96
2886 兆豐金,2008/7/18,19.65,11.01
2887 台新金,2008/7/18,10.75,5.17
2890 永豐金,2008/7/18,11.5,5.96
2891 中信金,2008/7/18,22.05,8.56
2892 第一金,2008/7/18,25.8,10.73
2912 統一超,2008/7/18,90,54.96
3008 大立光,2008/7/18,376,293.13
3045 台灣大,2008/7/18,54.8,33.64
3481 群創,2008/7/18,50.5,35.61
4904 遠傳,2008/7/18,49.3,27.33
6505 台塑化,2008/7/18,73.5,51.6
9904 寶成,2008/7/18,25.6,13.63
0050 元大台灣50,2008/7/25,53.9,38.17
1101 台泥,2008/7/25,40.3,22.35
1102 亞泥,2008/7/25,47,22.48
1216 統一,2008/7/25,40.45,17.77
1301 台塑,2008/7/25,66.6,39.48
1303 南亞,2008/7/25,54,35.04
1402 遠東新,2008/7/25,41.05,22.07
2002 中鋼,2008/7/25,43.9,26.11
2105 正新,2008/7/25,47,13.4
2301 光寶科,2008/7/25,26.9,12.63
2303 聯電,2008/7/25,15.1,9.35
2308 台達電,2008/7/25,79.3,52.54
2317 鴻海,2008/7/25,151,54.13
2327 國巨,2008/7/25,9.25,24.25
2330 台積電,2008/7/25,57.8,39.64
2354 鴻準,2008/7/25,148,64.79
2357 華碩,2008/7/25,79.7,148.6
2382 廣達,2008/7/25,49.8,25.15
2395 研華,2008/7/25,71.1,32.72
2408 南亞科,2008/7/25,11.15,246.56
2409 友達,2008/7/25,40.6,26.22
