證券代碼,年月日,收盤價(元),收盤價(元)_週
2105 正新,2006/11/3,34.5,9.07
2301 光寶科,2006/11/3,42.55,24.36
2303 聯電,2006/11/3,18.35,13.28
2308 台達電,2006/11/3,95.4,51.6
2317 鴻海,2006/11/3,229,66.76
2327 國巨,2006/11/3,12.1,29.68
2330 台積電,2006/11/3,61.1,36.57
2354 鴻準,2006/11/3,321,119.83
2357 華碩,2006/11/3,82.5,141.69
2382 廣達,2006/11/3,51.9,24.23
2395 研華,2006/11/3,98.2,41.01
2408 南亞科,2006/11/3,23.75,454.57
2409 友達,2006/11/3,44.55,27.93
2412 中華電,2006/11/3,57.9,34.14
2454 聯發科,2006/11/3,328,176.98
2474 可成,2006/11/3,284,127.88
2492 華新科,2006/11/3,27,22.61
2801 彰銀,2006/11/3,20.75,9.76
2823 中壽,2006/11/3,16.4,5.8
2880 華南金,2006/11/3,21.9,8.87
2881 富邦金,2006/11/3,27.15,15.16
2882 國泰金,2006/11/3,65,35.08
2883 開發金,2006/11/3,13.35,7.79
2884 玉山金,2006/11/3,21.15,8
2885 元大金,2006/11/3,14.6,9.11
2886 兆豐金,2006/11/3,23.75,12.4
2887 台新金,2006/11/3,16.5,7.8
2890 永豐金,2006/11/3,17,8.56
2891 中信金,2006/11/3,24.6,9.48
2892 第一金,2006/11/3,23.15,9.05
2912 統一超,2006/11/3,75,43.95
3008 大立光,2006/11/3,663,484.59
3045 台灣大,2006/11/3,33.15,22.76
3481 群創,2006/11/3,56.7,38.28
4904 遠傳,2006/11/3,38.4,23.34
6505 台塑化,2006/11/3,66.6,41.09
9904 寶成,2006/11/3,29.9,14.8
0050 元大台灣50,2006/11/10,54,36.89
1101 台泥,2006/11/10,26.8,13.26
1102 亞泥,2006/11/10,28.25,12.08
1216 統一,2006/11/10,29.8,12.12
1301 台塑,2006/11/10,49.65,25.27
1303 南亞,2006/11/10,49.5,26.73
1402 遠東新,2006/11/10,26.75,13.45
2002 中鋼,2006/11/10,31.6,15.27
2105 正新,2006/11/10,33.75,8.87
2301 光寶科,2006/11/10,42.65,24.42
2303 聯電,2006/11/10,18.5,13.39
2308 台達電,2006/11/10,91.1,49.27
2317 鴻海,2006/11/10,237,69.09
2327 國巨,2006/11/10,12.5,30.66
2330 台積電,2006/11/10,60.8,36.39
2354 鴻準,2006/11/10,304,113.48
2357 華碩,2006/11/10,80.6,138.43
2382 廣達,2006/11/10,51.8,24.19
2395 研華,2006/11/10,95.6,39.92
2408 南亞科,2006/11/10,23.6,451.7
2409 友達,2006/11/10,43.1,27.03
2412 中華電,2006/11/10,56.9,33.55
2454 聯發科,2006/11/10,315,169.97
2474 可成,2006/11/10,273,122.93
2492 華新科,2006/11/10,27.85,23.32
2801 彰銀,2006/11/10,21.2,9.97
2823 中壽,2006/11/10,18.15,6.42
2880 華南金,2006/11/10,22,8.91
2881 富邦金,2006/11/10,29.25,16.34
2882 國泰金,2006/11/10,66.3,35.78
2883 開發金,2006/11/10,13.25,7.73
2884 玉山金,2006/11/10,21.35,8.08
2885 元大金,2006/11/10,14.8,9.23
2886 兆豐金,2006/11/10,23.75,12.4
2887 台新金,2006/11/10,16.3,7.7
2890 永豐金,2006/11/10,17.1,8.61
2891 中信金,2006/11/10,25.45,9.8
2892 第一金,2006/11/10,23.25,9.09
2912 統一超,2006/11/10,74.3,43.54
3008 大立光,2006/11/10,615,449.5
3045 台灣大,2006/11/10,33.1,22.72
3481 群創,2006/11/10,56.5,38.14
4904 遠傳,2006/11/10,37.4,22.73
6505 台塑化,2006/11/10,66,40.72
9904 寶成,2006/11/10,29.4,14.55
0050 元大台灣50,2006/11/17,54.4,37.16
1101 台泥,2006/11/17,26.9,13.31
1102 亞泥,2006/11/17,28.2,12.06
1216 統一,2006/11/17,30.1,12.25
1301 台塑,2006/11/17,50,25.44
1303 南亞,2006/11/17,50.7,27.38
1402 遠東新,2006/11/17,25.6,12.87
2002 中鋼,2006/11/17,31.75,15.34
2105 正新,2006/11/17,33.7,8.86
2301 光寶科,2006/11/17,42.75,24.48
2303 聯電,2006/11/17,19.1,13.82
2308 台達電,2006/11/17,96,51.92
2317 鴻海,2006/11/17,225,65.6
2327 國巨,2006/11/17,13.9,34.1
2330 台積電,2006/11/17,62.4,37.35
2354 鴻準,2006/11/17,310.5,115.91
2357 華碩,2006/11/17,84.6,145.3
2382 廣達,2006/11/17,54.9,25.63
2395 研華,2006/11/17,100.5,41.97
2408 南亞科,2006/11/17,26.5,507.2
2409 友達,2006/11/17,43.25,27.12
2412 中華電,2006/11/17,59.4,35.02
2454 聯發科,2006/11/17,323,174.28
2474 可成,2006/11/17,285,128.33
2492 華新科,2006/11/17,31.1,26.04
2801 彰銀,2006/11/17,20.85,9.81
2823 中壽,2006/11/17,16.8,5.94
2880 華南金,2006/11/17,22,8.91
2881 富邦金,2006/11/17,28.8,16.09
2882 國泰金,2006/11/17,66.9,36.11
2883 開發金,2006/11/17,13.55,7.91
2884 玉山金,2006/11/17,22.3,8.44
2885 元大金,2006/11/17,14.8,9.23
2886 兆豐金,2006/11/17,23.8,12.43
2887 台新金,2006/11/17,16.5,7.8
2890 永豐金,2006/11/17,17.55,8.84
2891 中信金,2006/11/17,25.4,9.78
2892 第一金,2006/11/17,23.7,9.26
2912 統一超,2006/11/17,75,43.95
3008 大立光,2006/11/17,590,431.23
3045 台灣大,2006/11/17,33.05,22.69
3481 群創,2006/11/17,55.2,37.26
4904 遠傳,2006/11/17,36.55,22.21
6505 台塑化,2006/11/17,66,40.72
9904 寶成,2006/11/17,28.7,14.2
0050 元大台灣50,2006/11/24,55.55,37.95
1101 台泥,2006/11/24,28.85,14.27
1102 亞泥,2006/11/24,31.6,13.51
1216 統一,2006/11/24,30,12.2
1301 台塑,2006/11/24,52,26.46
1303 南亞,2006/11/24,51,27.54
1402 遠東新,2006/11/24,26.55,13.35
2002 中鋼,2006/11/24,32.3,15.61
2105 正新,2006/11/24,32.95,8.66
2301 光寶科,2006/11/24,41.85,23.96
2303 聯電,2006/11/24,19.9,14.4
2308 台達電,2006/11/24,95.6,51.71
2317 鴻海,2006/11/24,236.5,68.95
2327 國巨,2006/11/24,13.95,34.22
2330 台積電,2006/11/24,63.4,37.95
2354 鴻準,2006/11/24,323.5,120.76
2357 華碩,2006/11/24,88,151.14
2382 廣達,2006/11/24,58.8,27.45
2395 研華,2006/11/24,98.4,41.09
2408 南亞科,2006/11/24,26.4,505.29
2409 友達,2006/11/24,43.95,27.56
2412 中華電,2006/11/24,58.1,34.25
2454 聯發科,2006/11/24,324,174.82
2474 可成,2006/11/24,290,130.58
2492 華新科,2006/11/24,30.8,25.79
2801 彰銀,2006/11/24,21.55,10.14
2823 中壽,2006/11/24,16.7,5.9
2880 華南金,2006/11/24,22.6,9.15
2881 富邦金,2006/11/24,30.5,17.03
2882 國泰金,2006/11/24,68,36.7
2883 開發金,2006/11/24,14.05,8.2
2884 玉山金,2006/11/24,22.1,8.36
2885 元大金,2006/11/24,15.15,9.45
2886 兆豐金,2006/11/24,24,12.53
2887 台新金,2006/11/24,17.25,8.15
2890 永豐金,2006/11/24,17.4,8.76
2891 中信金,2006/11/24,25.65,9.88
2892 第一金,2006/11/24,23.9,9.34
2912 統一超,2006/11/24,74.7,43.77
3008 大立光,2006/11/24,614,448.77
3045 台灣大,2006/11/24,31.2,21.42
3481 群創,2006/11/24,55.5,37.47
4904 遠傳,2006/11/24,36.45,22.15
6505 台塑化,2006/11/24,66.2,40.84
9904 寶成,2006/11/24,29,14.35
0050 元大台灣50,2006/12/1,56.6,38.67
1101 台泥,2006/12/1,29.85,14.77
1102 亞泥,2006/12/1,32,13.68
1216 統一,2006/12/1,32,13.02
1301 台塑,2006/12/1,53.1,27.02
1303 南亞,2006/12/1,52.5,28.35
1402 遠東新,2006/12/1,27.6,13.88
2002 中鋼,2006/12/1,32.95,15.92
2105 正新,2006/12/1,34.2,8.99
2301 光寶科,2006/12/1,42.6,24.39
2303 聯電,2006/12/1,21,15.19
2308 台達電,2006/12/1,100.5,54.36
2317 鴻海,2006/12/1,237,69.09
2327 國巨,2006/12/1,14.2,34.83
2330 台積電,2006/12/1,66.5,39.81
2354 鴻準,2006/12/1,324,120.95
2357 華碩,2006/12/1,88.5,152
2382 廣達,2006/12/1,57.5,26.85
2395 研華,2006/12/1,101,42.18
2408 南亞科,2006/12/1,26.3,503.38
2409 友達,2006/12/1,43.5,27.28
2412 中華電,2006/12/1,59.5,35.08
2454 聯發科,2006/12/1,333,179.68
2474 可成,2006/12/1,287,129.23
2492 華新科,2006/12/1,30.55,25.58
2801 彰銀,2006/12/1,22,10.35
2823 中壽,2006/12/1,17.5,6.19
2880 華南金,2006/12/1,23.1,9.35
2881 富邦金,2006/12/1,30.5,17.03
2882 國泰金,2006/12/1,73,39.4
2883 開發金,2006/12/1,14.4,8.4
2884 玉山金,2006/12/1,22.1,8.36
2885 元大金,2006/12/1,15.45,9.64
2886 兆豐金,2006/12/1,24.6,12.85
2887 台新金,2006/12/1,17.7,8.37
2890 永豐金,2006/12/1,17.4,8.76
2891 中信金,2006/12/1,28,10.78
2892 第一金,2006/12/1,24.3,9.5
2912 統一超,2006/12/1,79.5,46.58
3008 大立光,2006/12/1,618,451.7
3045 台灣大,2006/12/1,32.65,22.41
3481 群創,2006/12/1,55,37.13
4904 遠傳,2006/12/1,36.6,22.25
6505 台塑化,2006/12/1,66.6,41.09
9904 寶成,2006/12/1,30.05,14.87
0050 元大台灣50,2006/12/8,56.55,38.63
1101 台泥,2006/12/8,30.7,15.19
1102 亞泥,2006/12/8,31.4,13.43
1216 統一,2006/12/8,32.2,13.1
1301 台塑,2006/12/8,53.1,27.02
1303 南亞,2006/12/8,52.5,28.35
1402 遠東新,2006/12/8,29.2,14.68
2002 中鋼,2006/12/8,32.9,15.9
2105 正新,2006/12/8,34.2,8.99
2301 光寶科,2006/12/8,41.65,23.85
2303 聯電,2006/12/8,20.25,14.65
2308 台達電,2006/12/8,103.5,55.98
2317 鴻海,2006/12/8,235.5,68.66
2327 國巨,2006/12/8,15.5,38.02
2330 台積電,2006/12/8,66.1,39.57
2354 鴻準,2006/12/8,360,134.39
2357 華碩,2006/12/8,87.2,149.77
2382 廣達,2006/12/8,55.2,25.77
2395 研華,2006/12/8,104,43.43
2408 南亞科,2006/12/8,26,497.63
2409 友達,2006/12/8,43.7,27.4
2412 中華電,2006/12/8,60.1,35.43
2454 聯發科,2006/12/8,336,181.3
2474 可成,2006/12/8,303.5,136.66
2492 華新科,2006/12/8,30.65,25.66
2801 彰銀,2006/12/8,22.95,10.8
2823 中壽,2006/12/8,18.05,6.38
2880 華南金,2006/12/8,23.2,9.4
2881 富邦金,2006/12/8,29.85,16.67
2882 國泰金,2006/12/8,75,40.48
2883 開發金,2006/12/8,14.9,8.7
2884 玉山金,2006/12/8,22.2,8.4
2885 元大金,2006/12/8,16.9,10.54
2886 兆豐金,2006/12/8,24.1,12.58
2887 台新金,2006/12/8,17.35,8.2
2890 永豐金,2006/12/8,16.9,8.51
2891 中信金,2006/12/8,27.2,10.48
2892 第一金,2006/12/8,24.3,9.5
2912 統一超,2006/12/8,79.3,46.47
3008 大立光,2006/12/8,612,447.31
3045 台灣大,2006/12/8,31.6,21.69
3481 群創,2006/12/8,54.2,36.59
4904 遠傳,2006/12/8,37.5,22.79
6505 台塑化,2006/12/8,68,41.96
9904 寶成,2006/12/8,32.1,15.89
0050 元大台灣50,2006/12/15,55.95,38.22
1101 台泥,2006/12/15,29.1,14.4
1102 亞泥,2006/12/15,30.2,12.91
1216 統一,2006/12/15,30.85,12.55
1301 台塑,2006/12/15,53,26.97
1303 南亞,2006/12/15,53.5,28.89
1402 遠東新,2006/12/15,29.1,14.63
2002 中鋼,2006/12/15,32.7,15.8
2105 正新,2006/12/15,33.5,8.81
2301 光寶科,2006/12/15,40.7,23.3
2303 聯電,2006/12/15,19.2,13.89
2308 台達電,2006/12/15,103.5,55.98
2317 鴻海,2006/12/15,228,66.47
2327 國巨,2006/12/15,15,36.79
2330 台積電,2006/12/15,64.9,38.85
2354 鴻準,2006/12/15,343.5,128.23
2357 華碩,2006/12/15,88.5,152
2382 廣達,2006/12/15,55.2,25.77
2395 研華,2006/12/15,110,45.93
2408 南亞科,2006/12/15,26.5,507.2
2409 友達,2006/12/15,42.65,26.74
2412 中華電,2006/12/15,60.2,35.49
2454 聯發科,2006/12/15,335.5,181.03
2474 可成,2006/12/15,303,136.44
2492 華新科,2006/12/15,29.3,24.53
2801 彰銀,2006/12/15,22.45,10.56
2823 中壽,2006/12/15,17.8,6.29
2880 華南金,2006/12/15,23.3,9.44
2881 富邦金,2006/12/15,29.8,16.64
2882 國泰金,2006/12/15,71.4,38.54
2883 開發金,2006/12/15,14.8,8.64
2884 玉山金,2006/12/15,21.8,8.25
2885 元大金,2006/12/15,16.2,10.1
2886 兆豐金,2006/12/15,23.85,12.45
2887 台新金,2006/12/15,18.15,8.58
2890 永豐金,2006/12/15,17.15,8.64
2891 中信金,2006/12/15,28,10.78
2892 第一金,2006/12/15,24.4,9.53
2912 統一超,2006/12/15,78.5,46
3008 大立光,2006/12/15,590,431.23
3045 台灣大,2006/12/15,32.4,22.24
3481 群創,2006/12/15,52.6,35.51
4904 遠傳,2006/12/15,36.5,22.18
6505 台塑化,2006/12/15,66.4,40.97
9904 寶成,2006/12/15,31.15,15.42
0050 元大台灣50,2006/12/22,56.5,38.6
1101 台泥,2006/12/22,28.65,14.18
1102 亞泥,2006/12/22,30,12.83
1216 統一,2006/12/22,30.45,12.39
1301 台塑,2006/12/22,53.2,27.07
1303 南亞,2006/12/22,53.4,28.84
1402 遠東新,2006/12/22,27.65,13.9
2002 中鋼,2006/12/22,33.5,16.19
2105 正新,2006/12/22,31.65,8.32
2301 光寶科,2006/12/22,42.75,24.48
2303 聯電,2006/12/22,19.8,14.33
2308 台達電,2006/12/22,106.5,57.6
2317 鴻海,2006/12/22,233,67.93
2327 國巨,2006/12/22,14.6,35.81
2330 台積電,2006/12/22,65.6,39.27
2354 鴻準,2006/12/22,380,141.85
2357 華碩,2006/12/22,89.2,153.2
2382 廣達,2006/12/22,56.6,26.43
2395 研華,2006/12/22,105,43.85
2408 南亞科,2006/12/22,26.5,507.2
2409 友達,2006/12/22,44.2,27.72
2412 中華電,2006/12/22,59.5,35.08
2454 聯發科,2006/12/22,334,180.22
2474 可成,2006/12/22,317,142.74
2492 華新科,2006/12/22,29.6,24.78
2801 彰銀,2006/12/22,22.35,10.52
2823 中壽,2006/12/22,17.45,6.17
2880 華南金,2006/12/22,23.45,9.5
2881 富邦金,2006/12/22,30.65,17.12
2882 國泰金,2006/12/22,72,38.86
2883 開發金,2006/12/22,14.9,8.7
2884 玉山金,2006/12/22,22.2,8.4
2885 元大金,2006/12/22,16.2,10.1
2886 兆豐金,2006/12/22,23.95,12.51
2887 台新金,2006/12/22,18.6,8.79
2890 永豐金,2006/12/22,17.2,8.66
2891 中信金,2006/12/22,27,10.4
2892 第一金,2006/12/22,24.4,9.53
2912 統一超,2006/12/22,78.8,46.17
3008 大立光,2006/12/22,589,430.5
3045 台灣大,2006/12/22,32.4,22.24
3481 群創,2006/12/22,58.7,39.63
4904 遠傳,2006/12/22,36.8,22.37
6505 台塑化,2006/12/22,68.2,42.08
9904 寶成,2006/12/22,32.05,15.86
0050 元大台灣50,2006/12/29,57.75,39.45
1101 台泥,2006/12/29,29.45,14.57
1102 亞泥,2006/12/29,31,13.26
1216 統一,2006/12/29,32.5,13.22
1301 台塑,2006/12/29,54.1,27.53
1303 南亞,2006/12/29,54.3,29.32
1402 遠東新,2006/12/29,28.5,14.33
2002 中鋼,2006/12/29,34.6,16.72
2105 正新,2006/12/29,32.25,8.48
2301 光寶科,2006/12/29,44.05,25.22
2303 聯電,2006/12/29,20.25,14.65
2308 台達電,2006/12/29,105,56.79
2317 鴻海,2006/12/29,232.5,67.78
2327 國巨,2006/12/29,15.2,37.29
2330 台積電,2006/12/29,67.5,40.4
2354 鴻準,2006/12/29,390.5,145.77
2357 華碩,2006/12/29,89.2,153.2
2382 廣達,2006/12/29,59.1,27.59
2395 研華,2006/12/29,117,48.86
2408 南亞科,2006/12/29,26.9,514.86
2409 友達,2006/12/29,45.3,28.4
2412 中華電,2006/12/29,60.6,35.73
2454 聯發科,2006/12/29,337,181.84
2474 可成,2006/12/29,318.5,143.42
2492 華新科,2006/12/29,30.9,25.87
2801 彰銀,2006/12/29,22.75,10.7
2823 中壽,2006/12/29,17.6,6.22
2880 華南金,2006/12/29,24.15,9.78
2881 富邦金,2006/12/29,30.5,17.03
2882 國泰金,2006/12/29,74,39.94
2883 開發金,2006/12/29,15,8.75
2884 玉山金,2006/12/29,22.6,8.55
2885 元大金,2006/12/29,16.3,10.17
2886 兆豐金,2006/12/29,23.95,12.51
2887 台新金,2006/12/29,19.1,9.03
2890 永豐金,2006/12/29,17.45,8.79
2891 中信金,2006/12/29,27.25,10.5
2892 第一金,2006/12/29,24.75,9.67
2912 統一超,2006/12/29,78.7,46.11
3008 大立光,2006/12/29,630,460.47
3045 台灣大,2006/12/29,33.8,23.2
3481 群創,2006/12/29,59.1,39.9
4904 遠傳,2006/12/29,36.95,22.46
6505 台塑化,2006/12/29,71.6,44.18
9904 寶成,2006/12/29,37,18.31
0050 元大台灣50,2007/1/5,57.9,39.55
1101 台泥,2007/1/5,29.05,14.37
1102 亞泥,2007/1/5,30.55,13.06
1216 統一,2007/1/5,31.5,12.81
1301 台塑,2007/1/5,53,26.97
1303 南亞,2007/1/5,54.3,29.32
1402 遠東新,2007/1/5,27.6,13.88
2002 中鋼,2007/1/5,33.2,16.04
2105 正新,2007/1/5,31,8.15
2301 光寶科,2007/1/5,44.65,25.57
2303 聯電,2007/1/5,20,14.47
2308 台達電,2007/1/5,106.5,57.6
2317 鴻海,2007/1/5,235,68.51
2327 國巨,2007/1/5,14.15,34.71
2330 台積電,2007/1/5,66.9,40.05
2354 鴻準,2007/1/5,413,154.17
2357 華碩,2007/1/5,86.4,148.39
2382 廣達,2007/1/5,56.8,26.52
2395 研華,2007/1/5,117,48.86
2408 南亞科,2007/1/5,27,516.77
2409 友達,2007/1/5,45.45,28.5
2412 中華電,2007/1/5,60,35.37
2454 聯發科,2007/1/5,373,201.26
2474 可成,2007/1/5,343,154.45
2492 華新科,2007/1/5,30.3,25.37
2801 彰銀,2007/1/5,23,10.82
2823 中壽,2007/1/5,17.4,6.15
2880 華南金,2007/1/5,24.3,9.84
2881 富邦金,2007/1/5,29.6,16.53
2882 國泰金,2007/1/5,75.9,40.97
2883 開發金,2007/1/5,15.7,9.16
2884 玉山金,2007/1/5,21.95,8.31
2885 元大金,2007/1/5,16.65,10.38
2886 兆豐金,2007/1/5,23.4,12.22
2887 台新金,2007/1/5,19.6,9.26
2890 永豐金,2007/1/5,17.15,8.64
2891 中信金,2007/1/5,28.05,10.8
2892 第一金,2007/1/5,24.95,9.75
2912 統一超,2007/1/5,74.5,43.65
3008 大立光,2007/1/5,626,457.54
3045 台灣大,2007/1/5,32.4,22.24
3481 群創,2007/1/5,65.2,44.02
4904 遠傳,2007/1/5,36.5,22.18
6505 台塑化,2007/1/5,70.4,43.44
9904 寶成,2007/1/5,36.2,17.92
0050 元大台灣50,2007/1/12,57.5,39.28
1101 台泥,2007/1/12,30,14.84
1102 亞泥,2007/1/12,32,13.68
1216 統一,2007/1/12,31,12.61
1301 台塑,2007/1/12,53,26.97
1303 南亞,2007/1/12,53.4,28.84
1402 遠東新,2007/1/12,27.3,13.72
2002 中鋼,2007/1/12,33.2,16.04
2105 正新,2007/1/12,31.85,8.37
2301 光寶科,2007/1/12,45,25.77
2303 聯電,2007/1/12,20.1,14.54
2308 台達電,2007/1/12,112.5,60.85
2317 鴻海,2007/1/12,238.5,69.53
2327 國巨,2007/1/12,13.9,34.1
2330 台積電,2007/1/12,69.1,41.36
2354 鴻準,2007/1/12,408,152.31
2357 華碩,2007/1/12,90.4,155.26
2382 廣達,2007/1/12,57.2,26.71
2395 研華,2007/1/12,114.5,47.81
2408 南亞科,2007/1/12,26.55,508.16
2409 友達,2007/1/12,44.95,28.19
2412 中華電,2007/1/12,60.5,35.67
2454 聯發科,2007/1/12,355,191.55
2474 可成,2007/1/12,354.5,159.63
2492 華新科,2007/1/12,28.75,24.07
2801 彰銀,2007/1/12,22.4,10.54
2823 中壽,2007/1/12,16.75,5.92
2880 華南金,2007/1/12,24.15,9.78
2881 富邦金,2007/1/12,29.65,16.56
2882 國泰金,2007/1/12,73.2,39.51
2883 開發金,2007/1/12,15.15,8.84
2884 玉山金,2007/1/12,21.6,8.17
2885 元大金,2007/1/12,16.45,10.26
2886 兆豐金,2007/1/12,22.7,11.85
2887 台新金,2007/1/12,18.95,8.96
2890 永豐金,2007/1/12,17.1,8.61
2891 中信金,2007/1/12,27,10.4
2892 第一金,2007/1/12,24.3,9.5
2912 統一超,2007/1/12,74.6,43.71
3008 大立光,2007/1/12,573,418.81
3045 台灣大,2007/1/12,32.55,22.35
3481 群創,2007/1/12,71.8,48.47
4904 遠傳,2007/1/12,36.15,21.97
6505 台塑化,2007/1/12,66.7,41.15
9904 寶成,2007/1/12,35.95,17.79
0050 元大台灣50,2007/1/19,58,39.62
1101 台泥,2007/1/19,29.1,14.4
1102 亞泥,2007/1/19,33.75,14.43
1216 統一,2007/1/19,30,12.2
1301 台塑,2007/1/19,53.9,27.43
1303 南亞,2007/1/19,54.1,29.21
1402 遠東新,2007/1/19,27.1,13.62
2002 中鋼,2007/1/19,32.95,15.92
2105 正新,2007/1/19,31.9,8.39
2301 光寶科,2007/1/19,44.8,25.65
2303 聯電,2007/1/19,19.6,14.18
2308 台達電,2007/1/19,111,60.04
2317 鴻海,2007/1/19,247,72.01
2327 國巨,2007/1/19,14.1,34.59
2330 台積電,2007/1/19,69.8,41.78
2354 鴻準,2007/1/19,406,151.56
2357 華碩,2007/1/19,91,156.29
2382 廣達,2007/1/19,57.2,26.71
2395 研華,2007/1/19,111.5,46.56
2408 南亞科,2007/1/19,25.65,490.93
2409 友達,2007/1/19,43.8,27.46
2412 中華電,2007/1/19,60.4,35.61
2454 聯發科,2007/1/19,378.5,204.23
2474 可成,2007/1/19,363,163.46
2492 華新科,2007/1/19,29.4,24.62
2801 彰銀,2007/1/19,22.5,10.59
2823 中壽,2007/1/19,16.9,5.97
2880 華南金,2007/1/19,24.4,9.88
2881 富邦金,2007/1/19,30.05,16.78
2882 國泰金,2007/1/19,73,39.4
2883 開發金,2007/1/19,14.85,8.67
2884 玉山金,2007/1/19,21.4,8.1
2885 元大金,2007/1/19,16.05,10.01
2886 兆豐金,2007/1/19,22.95,11.98
2887 台新金,2007/1/19,18.6,8.79
2890 永豐金,2007/1/19,16.7,8.41
2891 中信金,2007/1/19,27.35,10.53
2892 第一金,2007/1/19,24.35,9.52
2912 統一超,2007/1/19,76.1,44.59
3008 大立光,2007/1/19,527,385.19
3045 台灣大,2007/1/19,32,21.97
3481 群創,2007/1/19,78.5,52.99
4904 遠傳,2007/1/19,35.6,21.64
6505 台塑化,2007/1/19,68.1,42.02
9904 寶成,2007/1/19,37.3,18.46
0050 元大台灣50,2007/1/26,57.7,39.42
1101 台泥,2007/1/26,28.7,14.2
1102 亞泥,2007/1/26,31.1,13.3
1216 統一,2007/1/26,30.8,12.53
1301 台塑,2007/1/26,54.5,27.73
1303 南亞,2007/1/26,54.4,29.38
1402 遠東新,2007/1/26,28,14.08
2002 中鋼,2007/1/26,33.25,16.07
2105 正新,2007/1/26,32.3,8.49
2301 光寶科,2007/1/26,47.4,27.14
2303 聯電,2007/1/26,21.1,15.27
2308 台達電,2007/1/26,111,60.04
2317 鴻海,2007/1/26,240.5,70.11
2327 國巨,2007/1/26,14.5,35.57
2330 台積電,2007/1/26,68,40.7
2354 鴻準,2007/1/26,413,154.17
2357 華碩,2007/1/26,90,154.58
2382 廣達,2007/1/26,56.6,26.43
2395 研華,2007/1/26,108,45.1
2408 南亞科,2007/1/26,26.45,506.25
2409 友達,2007/1/26,44.1,27.65
2412 中華電,2007/1/26,62.2,36.67
2454 聯發科,2007/1/26,370,199.65
2474 可成,2007/1/26,349,157.15
2492 華新科,2007/1/26,30,25.12
2801 彰銀,2007/1/26,22.45,10.56
2823 中壽,2007/1/26,17.35,6.13
2880 華南金,2007/1/26,24.45,9.9
2881 富邦金,2007/1/26,29.7,16.59
2882 國泰金,2007/1/26,73.7,39.78
2883 開發金,2007/1/26,15.15,8.84
2884 玉山金,2007/1/26,21.85,8.27
2885 元大金,2007/1/26,16.1,10.04
2886 兆豐金,2007/1/26,22.5,11.75
2887 台新金,2007/1/26,18.4,8.7
2890 永豐金,2007/1/26,17.15,8.64
2891 中信金,2007/1/26,27.7,10.67
2892 第一金,2007/1/26,24.1,9.42
2912 統一超,2007/1/26,76.1,44.59
3008 大立光,2007/1/26,488,356.68
3045 台灣大,2007/1/26,32.05,22
3481 群創,2007/1/26,74,49.96
4904 遠傳,2007/1/26,36.6,22.25
6505 台塑化,2007/1/26,66.2,40.84
9904 寶成,2007/1/26,36.4,18.01
0050 元大台灣50,2007/2/2,57.4,39.21
1101 台泥,2007/2/2,28.15,13.93
1102 亞泥,2007/2/2,31.2,13.34
1216 統一,2007/2/2,29.85,12.14
1301 台塑,2007/2/2,55.6,28.29
1303 南亞,2007/2/2,54.7,29.54
1402 遠東新,2007/2/2,28.15,14.15
2002 中鋼,2007/2/2,35,16.91
2105 正新,2007/2/2,32.4,8.52
2301 光寶科,2007/2/2,47.25,27.05
2303 聯電,2007/2/2,20.65,14.94
2308 台達電,2007/2/2,105,56.79
2317 鴻海,2007/2/2,229,66.76
2327 國巨,2007/2/2,14.3,35.08
2330 台積電,2007/2/2,67.8,40.58
2354 鴻準,2007/2/2,386.5,144.28
2357 華碩,2007/2/2,88,151.14
2382 廣達,2007/2/2,56.4,26.33
2395 研華,2007/2/2,99,41.34
2408 南亞科,2007/2/2,25.55,489.02
2409 友達,2007/2/2,45.85,28.75
2412 中華電,2007/2/2,64.1,37.79
2454 聯發科,2007/2/2,360.5,194.52
2474 可成,2007/2/2,333,149.95
2492 華新科,2007/2/2,29.5,24.7
2801 彰銀,2007/2/2,22.9,10.77
2823 中壽,2007/2/2,18,6.36
2880 華南金,2007/2/2,25,10.12
2881 富邦金,2007/2/2,30.55,17.06
2882 國泰金,2007/2/2,74,39.94
2883 開發金,2007/2/2,15.55,9.08
2884 玉山金,2007/2/2,21.8,8.25
2885 元大金,2007/2/2,15.5,9.67
2886 兆豐金,2007/2/2,22.55,11.78
2887 台新金,2007/2/2,18.65,8.81
2890 永豐金,2007/2/2,16.85,8.48
2891 中信金,2007/2/2,28.35,10.92
2892 第一金,2007/2/2,24.2,9.46
2912 統一超,2007/2/2,77,45.12
3008 大立光,2007/2/2,522,381.53
3045 台灣大,2007/2/2,31.9,21.9
3481 群創,2007/2/2,79.2,53.47
4904 遠傳,2007/2/2,37.25,22.64
6505 台塑化,2007/2/2,68.5,42.26
9904 寶成,2007/2/2,36,17.82
0050 元大台灣50,2007/2/9,57.75,39.45
1101 台泥,2007/2/9,28.4,14.05
1102 亞泥,2007/2/9,33,14.11
1216 統一,2007/2/9,31.5,12.81
1301 台塑,2007/2/9,57.5,29.26
1303 南亞,2007/2/9,56.5,30.51
1402 遠東新,2007/2/9,28.5,14.33
2002 中鋼,2007/2/9,35,16.91
2105 正新,2007/2/9,32.4,8.52
2301 光寶科,2007/2/9,46.85,26.83
2303 聯電,2007/2/9,20.6,14.91
2308 台達電,2007/2/9,106,57.33
2317 鴻海,2007/2/9,233,67.93
2327 國巨,2007/2/9,14.3,35.08
2330 台積電,2007/2/9,68,40.7
2354 鴻準,2007/2/9,388,144.84
