證券代碼,年月日,收盤價(元),收盤價(元)_週
1102 亞泥,2010/11/5,31.6,20.17
1216 統一,2010/11/5,41.85,24.17
1301 台塑,2010/11/5,92.9,64.36
1303 南亞,2010/11/5,72.6,51.19
1402 遠東新,2010/11/5,49.95,31.91
2002 中鋼,2010/11/5,31.8,21.99
2105 正新,2010/11/5,67.8,32.71
2301 光寶科,2010/11/5,40.2,23.77
2303 聯電,2010/11/5,15.4,10.92
2308 台達電,2010/11/5,131,96.25
2317 鴻海,2010/11/5,117,66.51
2327 國巨,2010/11/5,13.2,35.11
2330 台積電,2010/11/5,64.2,49.17
2354 鴻準,2010/11/5,99.9,66.43
2357 華碩,2010/11/5,246,124.24
2382 廣達,2010/11/5,56.6,36.35
2395 研華,2010/11/5,84.3,49.26
2408 南亞科,2010/11/5,16.95,135.56
2409 友達,2010/11/5,31.15,23.96
2412 中華電,2010/11/5,73.7,59.97
2454 聯發科,2010/11/5,396,283.28
2474 可成,2010/11/5,82.6,65.31
2492 華新科,2010/11/5,17.7,18.12
2801 彰銀,2010/11/5,21.35,11.74
2823 中壽,2010/11/5,25.4,11.53
2880 華南金,2010/11/5,20.6,10.54
2881 富邦金,2010/11/5,38.8,25.97
2882 國泰金,2010/11/5,48.65,31.03
2883 開發金,2010/11/5,9.2,6.47
2884 玉山金,2010/11/5,16.1,7.1
2885 元大金,2010/11/5,20.15,13.82
2886 兆豐金,2010/11/5,21.65,13.77
2887 台新金,2010/11/5,13.95,6.94
2890 永豐金,2010/11/5,11.8,6.18
2891 中信金,2010/11/5,19.85,9.55
2892 第一金,2010/11/5,20.8,10.33
2912 統一超,2010/11/5,126,95.77
3008 大立光,2010/11/5,622,544.84
3045 台灣大,2010/11/5,68.3,49.33
3481 群創,2010/11/5,39.75,33.33
4904 遠傳,2010/11/5,44.3,29.91
4938 和碩,2010/11/5,43.15,30.23
6505 台塑化,2010/11/5,87,67.05
9904 寶成,2010/11/5,29.15,20.69
0050 元大台灣50,2010/11/12,56.35,44.82
1101 台泥,2010/11/12,33.2,20.34
1102 亞泥,2010/11/12,30.65,19.56
1216 統一,2010/11/12,41.15,23.77
1301 台塑,2010/11/12,89.6,62.07
1303 南亞,2010/11/12,71.4,50.35
1402 遠東新,2010/11/12,47,30.02
2002 中鋼,2010/11/12,31.85,22.02
2105 正新,2010/11/12,67.3,32.47
2301 光寶科,2010/11/12,39.9,23.59
2303 聯電,2010/11/12,14.6,10.35
2308 台達電,2010/11/12,130,95.52
2317 鴻海,2010/11/12,113.5,64.52
2327 國巨,2010/11/12,12.85,34.18
2330 台積電,2010/11/12,63,48.25
2354 鴻準,2010/11/12,98.7,65.63
2357 華碩,2010/11/12,247.5,125
2382 廣達,2010/11/12,57.1,36.67
2395 研華,2010/11/12,83.1,48.56
2408 南亞科,2010/11/12,16.45,131.56
2409 友達,2010/11/12,29.75,22.89
2412 中華電,2010/11/12,74.2,60.37
2454 聯發科,2010/11/12,378,270.4
2474 可成,2010/11/12,82.5,65.23
2492 華新科,2010/11/12,17.8,18.23
2801 彰銀,2010/11/12,20.45,11.24
2823 中壽,2010/11/12,24.9,11.3
2880 華南金,2010/11/12,19.95,10.21
2881 富邦金,2010/11/12,37.65,25.2
2882 國泰金,2010/11/12,47.55,30.33
2883 開發金,2010/11/12,9.02,6.34
2884 玉山金,2010/11/12,16.25,7.17
2885 元大金,2010/11/12,19.8,13.58
2886 兆豐金,2010/11/12,20.85,13.26
2887 台新金,2010/11/12,13.55,6.74
2890 永豐金,2010/11/12,11.55,6.05
2891 中信金,2010/11/12,19.45,9.36
2892 第一金,2010/11/12,20,9.94
2912 統一超,2010/11/12,124,94.25
3008 大立光,2010/11/12,603,528.2
3045 台灣大,2010/11/12,68.6,49.55
3481 群創,2010/11/12,39.1,32.78
4904 遠傳,2010/11/12,44.2,29.84
4938 和碩,2010/11/12,42.5,29.77
6505 台塑化,2010/11/12,84,64.74
9904 寶成,2010/11/12,28.2,20.02
0050 元大台灣50,2010/11/19,56.65,45.06
1101 台泥,2010/11/19,31.9,19.54
1102 亞泥,2010/11/19,30.85,19.69
1216 統一,2010/11/19,41,23.68
1301 台塑,2010/11/19,90.6,62.77
1303 南亞,2010/11/19,70.2,49.5
1402 遠東新,2010/11/19,46.5,29.7
2002 中鋼,2010/11/19,31.8,21.99
2105 正新,2010/11/19,66.6,32.13
2301 光寶科,2010/11/19,40.85,24.15
2303 聯電,2010/11/19,14.7,10.42
2308 台達電,2010/11/19,132.5,97.36
2317 鴻海,2010/11/19,114,64.81
2327 國巨,2010/11/19,12.85,34.18
2330 台積電,2010/11/19,63.7,48.79
2354 鴻準,2010/11/19,99.5,66.16
2357 華碩,2010/11/19,249,125.76
2382 廣達,2010/11/19,57.3,36.8
2395 研華,2010/11/19,82.4,48.15
2408 南亞科,2010/11/19,15.5,123.96
2409 友達,2010/11/19,29.2,22.46
2412 中華電,2010/11/19,75.2,61.19
2454 聯發科,2010/11/19,382.5,273.62
2474 可成,2010/11/19,84.5,66.81
2492 華新科,2010/11/19,17.65,18.07
2801 彰銀,2010/11/19,20.2,11.11
2823 中壽,2010/11/19,24.2,10.99
2880 華南金,2010/11/19,19.6,10.03
2881 富邦金,2010/11/19,37.3,24.97
2882 國泰金,2010/11/19,46.45,29.63
2883 開發金,2010/11/19,8.89,6.25
2884 玉山金,2010/11/19,15.45,6.82
2885 元大金,2010/11/19,18.9,12.96
2886 兆豐金,2010/11/19,20.25,12.88
2887 台新金,2010/11/19,13.35,6.65
2890 永豐金,2010/11/19,11.15,5.84
2891 中信金,2010/11/19,19,9.14
2892 第一金,2010/11/19,19.9,9.89
2912 統一超,2010/11/19,125,95.01
3008 大立光,2010/11/19,610,534.33
3045 台灣大,2010/11/19,69.7,50.34
3481 群創,2010/11/19,39.35,32.99
4904 遠傳,2010/11/19,43.25,29.2
4938 和碩,2010/11/19,42.4,29.7
6505 台塑化,2010/11/19,84.3,64.97
9904 寶成,2010/11/19,28,19.88
0050 元大台灣50,2010/11/26,56.8,45.18
1101 台泥,2010/11/26,30.9,19.23
1102 亞泥,2010/11/26,30.25,19.31
1216 統一,2010/11/26,41,23.68
1301 台塑,2010/11/26,90.7,62.84
1303 南亞,2010/11/26,68.7,48.44
1402 遠東新,2010/11/26,43.55,27.82
2002 中鋼,2010/11/26,31.25,21.61
2105 正新,2010/11/26,65.1,31.41
2301 光寶科,2010/11/26,39.15,23.15
2303 聯電,2010/11/26,14.9,10.56
2308 台達電,2010/11/26,136.5,100.3
2317 鴻海,2010/11/26,111,63.1
2327 國巨,2010/11/26,13.1,34.84
2330 台積電,2010/11/26,64.4,49.32
2354 鴻準,2010/11/26,100.5,66.83
2357 華碩,2010/11/26,276,139.39
2382 廣達,2010/11/26,60,38.53
2395 研華,2010/11/26,82.5,48.21
2408 南亞科,2010/11/26,16.25,129.96
2409 友達,2010/11/26,30.45,23.42
2412 中華電,2010/11/26,73.1,59.48
2454 聯發科,2010/11/26,398,284.71
2474 可成,2010/11/26,93.4,73.85
2492 華新科,2010/11/26,17.85,18.28
2801 彰銀,2010/11/26,20.35,11.19
2823 中壽,2010/11/26,23.9,10.85
2880 華南金,2010/11/26,19.65,10.06
2881 富邦金,2010/11/26,37.1,24.83
2882 國泰金,2010/11/26,46.1,29.41
2883 開發金,2010/11/26,8.79,6.18
2884 玉山金,2010/11/26,15.7,6.93
2885 元大金,2010/11/26,18.5,12.68
2886 兆豐金,2010/11/26,20.4,12.97
2887 台新金,2010/11/26,13.3,6.62
2890 永豐金,2010/11/26,11,5.76
2891 中信金,2010/11/26,18.65,8.97
2892 第一金,2010/11/26,20.05,9.96
2912 統一超,2010/11/26,119,90.44
3008 大立光,2010/11/26,618,541.34
3045 台灣大,2010/11/26,67.8,48.97
3481 群創,2010/11/26,40.3,33.79
4904 遠傳,2010/11/26,42.55,28.72
4938 和碩,2010/11/26,42.75,29.95
6505 台塑化,2010/11/26,83.9,64.66
9904 寶成,2010/11/26,27.95,19.84
0050 元大台灣50,2010/12/3,59,46.93
1101 台泥,2010/12/3,32.05,19.95
1102 亞泥,2010/12/3,30.8,19.66
1216 統一,2010/12/3,41.7,24.09
1301 台塑,2010/12/3,93.8,64.98
1303 南亞,2010/12/3,69.7,49.15
1402 遠東新,2010/12/3,46.15,29.48
2002 中鋼,2010/12/3,31.5,21.78
2105 正新,2010/12/3,66.2,31.94
2301 光寶科,2010/12/3,40.75,24.09
2303 聯電,2010/12/3,16.4,11.63
2308 台達電,2010/12/3,140.5,103.23
2317 鴻海,2010/12/3,112.5,63.96
2327 國巨,2010/12/3,13.95,37.1
2330 台積電,2010/12/3,68.3,52.31
2354 鴻準,2010/12/3,103.5,68.82
2357 華碩,2010/12/3,268,135.35
2382 廣達,2010/12/3,61.8,39.68
2395 研華,2010/12/3,82.4,48.15
2408 南亞科,2010/12/3,16.85,134.76
2409 友達,2010/12/3,30,23.08
2412 中華電,2010/12/3,73.8,60.05
2454 聯發科,2010/12/3,422.5,302.23
2474 可成,2010/12/3,95,75.11
2492 華新科,2010/12/3,19.05,19.51
2801 彰銀,2010/12/3,22.45,12.34
2823 中壽,2010/12/3,25.5,11.58
2880 華南金,2010/12/3,21.95,11.23
2881 富邦金,2010/12/3,37.9,25.37
2882 國泰金,2010/12/3,47.05,30.01
2883 開發金,2010/12/3,9.12,6.41
2884 玉山金,2010/12/3,17.55,7.74
2885 元大金,2010/12/3,20.3,13.92
2886 兆豐金,2010/12/3,21.15,13.45
2887 台新金,2010/12/3,14.3,7.12
2890 永豐金,2010/12/3,11.6,6.08
2891 中信金,2010/12/3,19.4,9.34
2892 第一金,2010/12/3,23,11.43
2912 統一超,2010/12/3,127.5,96.91
3008 大立光,2010/12/3,733,642.07
3045 台灣大,2010/12/3,67.7,48.9
3481 群創,2010/12/3,40.5,33.96
4904 遠傳,2010/12/3,42.95,28.99
4938 和碩,2010/12/3,44.8,31.39
6505 台塑化,2010/12/3,87,67.05
9904 寶成,2010/12/3,28.65,20.34
0050 元大台灣50,2010/12/10,59.3,47.17
1101 台泥,2010/12/10,33.15,20.63
1102 亞泥,2010/12/10,31.8,20.3
1216 統一,2010/12/10,42.6,24.61
1301 台塑,2010/12/10,93,64.43
1303 南亞,2010/12/10,70.8,49.92
1402 遠東新,2010/12/10,46.8,29.9
2002 中鋼,2010/12/10,32.05,22.16
2105 正新,2010/12/10,66.5,32.08
2301 光寶科,2010/12/10,40.2,23.77
2303 聯電,2010/12/10,16.3,11.56
2308 台達電,2010/12/10,138,101.4
2317 鴻海,2010/12/10,113.5,64.52
2327 國巨,2010/12/10,14.4,38.71
2330 台積電,2010/12/10,69.7,53.38
2354 鴻準,2010/12/10,105,69.82
2357 華碩,2010/12/10,283,142.93
2382 廣達,2010/12/10,62.8,40.33
2395 研華,2010/12/10,85.1,49.73
2408 南亞科,2010/12/10,16.7,133.56
2409 友達,2010/12/10,30.1,23.16
2412 中華電,2010/12/10,73.5,59.8
2454 聯發科,2010/12/10,418,299.01
2474 可成,2010/12/10,108.5,85.78
2492 華新科,2010/12/10,20.4,20.89
2801 彰銀,2010/12/10,23.4,12.86
2823 中壽,2010/12/10,25.45,11.55
2880 華南金,2010/12/10,22.3,11.41
2881 富邦金,2010/12/10,37.3,24.97
2882 國泰金,2010/12/10,46.95,29.95
2883 開發金,2010/12/10,9.1,6.4
2884 玉山金,2010/12/10,17.85,7.88
2885 元大金,2010/12/10,20.55,14.09
2886 兆豐金,2010/12/10,21.6,13.74
2887 台新金,2010/12/10,15.2,7.57
2890 永豐金,2010/12/10,11.95,6.26
2891 中信金,2010/12/10,19.7,9.48
2892 第一金,2010/12/10,23.6,11.73
2912 統一超,2010/12/10,133,101.09
3008 大立光,2010/12/10,699,612.29
3045 台灣大,2010/12/10,68.1,49.19
3481 群創,2010/12/10,38.75,32.49
4904 遠傳,2010/12/10,42.5,28.69
4938 和碩,2010/12/10,42.35,29.67
6505 台塑化,2010/12/10,89.5,68.98
9904 寶成,2010/12/10,28.7,20.37
0050 元大台灣50,2010/12/17,60.2,47.88
1101 台泥,2010/12/17,33,20.54
1102 亞泥,2010/12/17,31.85,20.33
1216 統一,2010/12/17,42.2,24.37
1301 台塑,2010/12/17,97.3,67.41
1303 南亞,2010/12/17,71.4,50.35
1402 遠東新,2010/12/17,48,30.66
2002 中鋼,2010/12/17,32.4,22.41
2105 正新,2010/12/17,67,32.33
2301 光寶科,2010/12/17,39.5,23.35
2303 聯電,2010/12/17,16.7,11.84
2308 台達電,2010/12/17,135.5,99.56
2317 鴻海,2010/12/17,115,65.38
2327 國巨,2010/12/17,14.3,38.44
2330 台積電,2010/12/17,72.9,55.83
2354 鴻準,2010/12/17,116.5,77.47
2357 華碩,2010/12/17,283.5,143.18
2382 廣達,2010/12/17,62.6,40.2
2395 研華,2010/12/17,82.2,48.03
2408 南亞科,2010/12/17,16.45,131.56
2409 友達,2010/12/17,31,23.85
2412 中華電,2010/12/17,74.5,60.62
2454 聯發科,2010/12/17,432,309.03
2474 可成,2010/12/17,107.5,84.99
2492 華新科,2010/12/17,21.1,21.6
2801 彰銀,2010/12/17,23.65,13
2823 中壽,2010/12/17,24.7,11.21
2880 華南金,2010/12/17,22.8,11.67
2881 富邦金,2010/12/17,37.55,25.13
2882 國泰金,2010/12/17,46.4,29.6
2883 開發金,2010/12/17,9.87,6.94
2884 玉山金,2010/12/17,18.3,8.08
2885 元大金,2010/12/17,20.55,14.09
2886 兆豐金,2010/12/17,21.35,13.58
2887 台新金,2010/12/17,15.3,7.62
2890 永豐金,2010/12/17,12.25,6.42
2891 中信金,2010/12/17,20.35,9.79
2892 第一金,2010/12/17,24.85,12.35
2912 統一超,2010/12/17,130,98.81
3008 大立光,2010/12/17,685,600.03
3045 台灣大,2010/12/17,68.3,49.33
3481 群創,2010/12/17,39,32.7
4904 遠傳,2010/12/17,41.95,28.32
4938 和碩,2010/12/17,42.7,29.91
6505 台塑化,2010/12/17,91.3,70.37
9904 寶成,2010/12/17,28.9,20.52
0050 元大台灣50,2010/12/24,60.2,47.88
1101 台泥,2010/12/24,32.75,20.38
1102 亞泥,2010/12/24,32.55,20.78
1216 統一,2010/12/24,42.75,24.69
1301 台塑,2010/12/24,96.3,66.71
1303 南亞,2010/12/24,71.4,50.35
1402 遠東新,2010/12/24,48.15,30.76
2002 中鋼,2010/12/24,32.8,22.68
2105 正新,2010/12/24,66,31.84
2301 光寶科,2010/12/24,40.05,23.68
2303 聯電,2010/12/24,16.25,11.52
2308 台達電,2010/12/24,138.5,101.77
2317 鴻海,2010/12/24,117,66.51
2327 國巨,2010/12/24,14.4,38.71
2330 台積電,2010/12/24,70.8,54.22
2354 鴻準,2010/12/24,120,79.8
2357 華碩,2010/12/24,277,139.9
2382 廣達,2010/12/24,61.8,39.68
2395 研華,2010/12/24,83.3,48.67
2408 南亞科,2010/12/24,16.5,131.96
2409 友達,2010/12/24,30.55,23.5
2412 中華電,2010/12/24,74.8,60.86
2454 聯發科,2010/12/24,423.5,302.95
2474 可成,2010/12/24,107.5,84.99
2492 華新科,2010/12/24,21.4,21.91
2801 彰銀,2010/12/24,23.2,12.75
2823 中壽,2010/12/24,25.2,11.44
2880 華南金,2010/12/24,22.65,11.59
2881 富邦金,2010/12/24,37.9,25.37
2882 國泰金,2010/12/24,47.85,30.52
2883 開發金,2010/12/24,10.35,7.28
2884 玉山金,2010/12/24,18.4,8.12
2885 元大金,2010/12/24,20.55,14.09
2886 兆豐金,2010/12/24,21.85,13.9
2887 台新金,2010/12/24,15.5,7.72
2890 永豐金,2010/12/24,12.45,6.52
2891 中信金,2010/12/24,20.2,9.72
2892 第一金,2010/12/24,24.3,12.07
2912 統一超,2010/12/24,132,100.33
3008 大立光,2010/12/24,733,642.07
3045 台灣大,2010/12/24,68.3,49.33
3481 群創,2010/12/24,38.75,32.49
4904 遠傳,2010/12/24,42.3,28.56
4938 和碩,2010/12/24,42,29.42
6505 台塑化,2010/12/24,94,72.45
9904 寶成,2010/12/24,28.95,20.55
0050 元大台灣50,2010/12/31,61.4,48.84
1101 台泥,2010/12/31,32.8,20.41
1102 亞泥,2010/12/31,32.25,20.59
1216 統一,2010/12/31,43.25,24.98
1301 台塑,2010/12/31,97.5,67.55
1303 南亞,2010/12/31,72.7,51.26
1402 遠東新,2010/12/31,49.4,31.56
2002 中鋼,2010/12/31,33.5,23.17
2105 正新,2010/12/31,65,31.36
2301 光寶科,2010/12/31,40.1,23.71
2303 聯電,2010/12/31,16.3,11.56
2308 台達電,2010/12/31,142.5,104.7
2317 鴻海,2010/12/31,117.5,66.8
2327 國巨,2010/12/31,14.35,38.58
2330 台積電,2010/12/31,71,54.38
2354 鴻準,2010/12/31,117,77.8
2357 華碩,2010/12/31,277,139.9
2382 廣達,2010/12/31,61.2,39.3
2395 研華,2010/12/31,82.5,48.21
2408 南亞科,2010/12/31,16.25,129.96
2409 友達,2010/12/31,30.3,23.31
2412 中華電,2010/12/31,74.1,60.29
2454 聯發科,2010/12/31,417.5,298.66
2474 可成,2010/12/31,108,85.39
2492 華新科,2010/12/31,19.8,20.27
2801 彰銀,2010/12/31,25.9,14.24
2823 中壽,2010/12/31,31.05,14.1
2880 華南金,2010/12/31,24.3,12.43
2881 富邦金,2010/12/31,40,26.77
2882 國泰金,2010/12/31,51.7,32.98
2883 開發金,2010/12/31,12.85,9.03
2884 玉山金,2010/12/31,20.05,8.85
2885 元大金,2010/12/31,21.8,14.95
2886 兆豐金,2010/12/31,22.45,14.28
2887 台新金,2010/12/31,17.25,8.59
2890 永豐金,2010/12/31,13.45,7.05
2891 中信金,2010/12/31,21.4,10.3
2892 第一金,2010/12/31,26.85,13.34
2912 統一超,2010/12/31,134.5,102.23
3008 大立光,2010/12/31,725,635.07
3045 台灣大,2010/12/31,69.7,50.34
3481 群創,2010/12/31,40.3,33.79
4904 遠傳,2010/12/31,42.3,28.56
4938 和碩,2010/12/31,42,29.42
6505 台塑化,2010/12/31,98.9,76.22
9904 寶成,2010/12/31,26.95,19.13
0050 元大台灣50,2011/1/7,59.65,47.44
1101 台泥,2011/1/7,32.1,19.98
1102 亞泥,2011/1/7,32.2,20.55
1216 統一,2011/1/7,40.2,23.22
1301 台塑,2011/1/7,91.8,63.6
1303 南亞,2011/1/7,71.3,50.28
1402 遠東新,2011/1/7,47.9,30.6
2002 中鋼,2011/1/7,32.95,22.79
2105 正新,2011/1/7,65.2,31.46
2301 光寶科,2011/1/7,39.35,23.27
2303 聯電,2011/1/7,15.9,11.27
2308 台達電,2011/1/7,140.5,103.23
2317 鴻海,2011/1/7,114,64.81
2327 國巨,2011/1/7,13.95,37.5
2330 台積電,2011/1/7,72.5,55.52
2354 鴻準,2011/1/7,113.5,75.47
2357 華碩,2011/1/7,267.5,135.1
2382 廣達,2011/1/7,57.4,36.86
2395 研華,2011/1/7,82.6,48.26
2408 南亞科,2011/1/7,16.6,132.76
2409 友達,2011/1/7,29.5,22.69
2412 中華電,2011/1/7,73.1,59.48
2454 聯發科,2011/1/7,390,278.98
2474 可成,2011/1/7,106.5,84.2
2492 華新科,2011/1/7,19.7,20.17
2801 彰銀,2011/1/7,24.15,13.28
2823 中壽,2011/1/7,30.05,13.64
2880 華南金,2011/1/7,22.65,11.59
2881 富邦金,2011/1/7,38.95,26.07
2882 國泰金,2011/1/7,51.8,33.04
2883 開發金,2011/1/7,12.25,8.61
2884 玉山金,2011/1/7,19.4,8.56
2885 元大金,2011/1/7,21.75,14.91
2886 兆豐金,2011/1/7,21.7,13.8
2887 台新金,2011/1/7,16.1,8.01
2890 永豐金,2011/1/7,12.85,6.73
2891 中信金,2011/1/7,21,10.1
2892 第一金,2011/1/7,24.7,12.27
2912 統一超,2011/1/7,127.5,96.91
3008 大立光,2011/1/7,750,656.97
3045 台灣大,2011/1/7,68,49.12
3481 群創,2011/1/7,37.6,31.52
4904 遠傳,2011/1/7,41.85,28.25
4938 和碩,2011/1/7,39,27.32
6505 台塑化,2011/1/7,92.3,71.14
9904 寶成,2011/1/7,27.55,19.56
0050 元大台灣50,2011/1/14,61,48.52
1101 台泥,2011/1/14,32.75,20.38
1102 亞泥,2011/1/14,32.4,20.68
1216 統一,2011/1/14,41.55,24
1301 台塑,2011/1/14,94,65.12
1303 南亞,2011/1/14,72.9,51.4
1402 遠東新,2011/1/14,49.9,31.88
2002 中鋼,2011/1/14,33.4,23.1
2105 正新,2011/1/14,66.2,31.94
2301 光寶科,2011/1/14,41,24.24
2303 聯電,2011/1/14,16.7,11.84
2308 台達電,2011/1/14,139,102.13
2317 鴻海,2011/1/14,117,66.51
2327 國巨,2011/1/14,14.25,38.31
2330 台積電,2011/1/14,74.8,57.29
2354 鴻準,2011/1/14,114,75.81
2357 華碩,2011/1/14,267,134.85
2382 廣達,2011/1/14,60.6,38.91
2395 研華,2011/1/14,82.6,48.26
2408 南亞科,2011/1/14,16.4,131.16
2409 友達,2011/1/14,29.15,22.42
2454 聯發科,2011/1/14,405.5,290.07
2474 可成,2011/1/14,116,91.71
2492 華新科,2011/1/14,19.6,20.07
2801 彰銀,2011/1/14,24.65,13.55
2823 中壽,2011/1/14,30.6,13.89
2880 華南金,2011/1/14,23.2,11.87
2881 富邦金,2011/1/14,40.3,26.97
2882 國泰金,2011/1/14,54.9,35.02
2883 開發金,2011/1/14,13.3,9.35
2884 玉山金,2011/1/14,20.05,8.85
2885 元大金,2011/1/14,23.3,15.98
2886 兆豐金,2011/1/14,22.2,14.12
2887 台新金,2011/1/14,17.05,8.49
2890 永豐金,2011/1/14,13.45,7.05
2891 中信金,2011/1/14,23.4,11.26
2892 第一金,2011/1/14,26.2,13.02
2912 統一超,2011/1/14,128,97.29
3008 大立光,2011/1/14,815,713.9
3045 台灣大,2011/1/14,67.8,48.97
3481 群創,2011/1/14,37.1,31.1
4904 遠傳,2011/1/14,42.4,28.62
4938 和碩,2011/1/14,39.7,27.81
6505 台塑化,2011/1/14,93.6,72.14
9904 寶成,2011/1/14,28.1,19.95
0050 元大台灣50,2011/1/21,61,48.52
1101 台泥,2011/1/21,31.7,19.73
1102 亞泥,2011/1/21,31.6,20.17
1216 統一,2011/1/21,40,23.1
1301 台塑,2011/1/21,96.9,67.13
1303 南亞,2011/1/21,77.4,54.58
1402 遠東新,2011/1/21,47.3,30.21
2002 中鋼,2011/1/21,33.1,22.89
2105 正新,2011/1/21,64.3,31.02
2301 光寶科,2011/1/21,40.05,23.68
2303 聯電,2011/1/21,17.5,12.41
2308 台達電,2011/1/21,137,100.66
2317 鴻海,2011/1/21,115.5,65.66
2327 國巨,2011/1/21,15.1,40.6
2330 台積電,2011/1/21,74.6,57.13
2354 鴻準,2011/1/21,118,78.47
2357 華碩,2011/1/21,258,130.3
2382 廣達,2011/1/21,62,39.81
2395 研華,2011/1/21,85,49.67
2408 南亞科,2011/1/21,16.8,134.36
2409 友達,2011/1/21,28.55,21.96
2454 聯發科,2011/1/21,395.5,282.92
2474 可成,2011/1/21,119.5,94.48
2492 華新科,2011/1/21,20.7,21.19
2801 彰銀,2011/1/21,24.4,13.41
2823 中壽,2011/1/21,31.2,14.17
2880 華南金,2011/1/21,23.05,11.8
2881 富邦金,2011/1/21,40,26.77
2882 國泰金,2011/1/21,53,33.81
2883 開發金,2011/1/21,12.9,9.07
2884 玉山金,2011/1/21,19.85,8.76
2885 元大金,2011/1/21,22.4,15.36
2886 兆豐金,2011/1/21,22.25,14.15
2887 台新金,2011/1/21,16.6,8.26
2890 永豐金,2011/1/21,13.65,7.15
2891 中信金,2011/1/21,23.55,11.33
2892 第一金,2011/1/21,26.95,13.39
2912 統一超,2011/1/21,126.5,96.15
3008 大立光,2011/1/21,763,668.35
3045 台灣大,2011/1/21,68.4,49.4
3481 群創,2011/1/21,35.1,29.43
4904 遠傳,2011/1/21,42.85,28.93
4938 和碩,2011/1/21,38.05,26.66
6505 台塑化,2011/1/21,94.4,72.75
9904 寶成,2011/1/21,27.65,19.63
0050 元大台灣50,2011/1/28,63,50.11
1101 台泥,2011/1/28,31.35,19.51
1102 亞泥,2011/1/28,32.1,20.49
1216 統一,2011/1/28,39.9,23.05
1301 台塑,2011/1/28,99.3,68.79
1303 南亞,2011/1/28,80.5,56.76
1402 遠東新,2011/1/28,49.55,31.65
2002 中鋼,2011/1/28,33.8,23.37
2105 正新,2011/1/28,64.3,31.02
2301 光寶科,2011/1/28,39.6,23.41
2303 聯電,2011/1/28,18.1,12.83
2308 台達電,2011/1/28,134.5,98.83
2317 鴻海,2011/1/28,125,71.06
2327 國巨,2011/1/28,15.25,41
2330 台積電,2011/1/28,76.3,58.44
2354 鴻準,2011/1/28,117.5,78.13
2357 華碩,2011/1/28,262,132.32
2382 廣達,2011/1/28,61.5,39.49
2395 研華,2011/1/28,89.7,52.41
2408 南亞科,2011/1/28,18.45,147.55
2409 友達,2011/1/28,28.95,22.27
2412 中華電,2011/1/28,89.2,59.7
2454 聯發科,2011/1/28,396,283.28
2474 可成,2011/1/28,120.5,95.27
2492 華新科,2011/1/28,20.35,20.84
2801 彰銀,2011/1/28,24.7,13.58
2823 中壽,2011/1/28,30.5,13.85
2880 華南金,2011/1/28,23.65,12.1
2881 富邦金,2011/1/28,40.6,27.17
2882 國泰金,2011/1/28,54,34.45
2883 開發金,2011/1/28,13.35,9.38
2884 玉山金,2011/1/28,19.85,8.76
2885 元大金,2011/1/28,23.55,16.15
2886 兆豐金,2011/1/28,23.6,15.01
2887 台新金,2011/1/28,16.9,8.41
2890 永豐金,2011/1/28,14.1,7.39
2891 中信金,2011/1/28,24.8,11.93
2892 第一金,2011/1/28,26.7,13.27
2912 統一超,2011/1/28,124,94.25
3008 大立光,2011/1/28,796,697.26
3045 台灣大,2011/1/28,68.5,49.48
3481 群創,2011/1/28,36.75,30.81
4904 遠傳,2011/1/28,43.5,29.37
4938 和碩,2011/1/28,40.1,28.09
6505 台塑化,2011/1/28,94.2,72.6
9904 寶成,2011/1/28,27.65,19.63
0050 元大台灣50,2011/2/11,58.9,46.85
1101 台泥,2011/2/11,29.7,18.48
1102 亞泥,2011/2/11,29.9,19.09
1216 統一,2011/2/11,39.1,22.58
1301 台塑,2011/2/11,101,69.97
1303 南亞,2011/2/11,79.7,56.2
1402 遠東新,2011/2/11,47.5,30.34
2002 中鋼,2011/2/11,33.45,23.13
2105 正新,2011/2/11,60.9,29.38
2301 光寶科,2011/2/11,35.85,21.2
2303 聯電,2011/2/11,16.2,11.48
2308 台達電,2011/2/11,120.5,88.54
2317 鴻海,2011/2/11,116,65.95
2327 國巨,2011/2/11,14.95,40.19
2330 台積電,2011/2/11,71.4,54.68
2354 鴻準,2011/2/11,108,71.82
2357 華碩,2011/2/11,231.5,116.92
2382 廣達,2011/2/11,55,35.32
2395 研華,2011/2/11,82,47.91
2408 南亞科,2011/2/11,17.25,137.96
2409 友達,2011/2/11,26.3,20.23
2412 中華電,2011/2/11,86.7,58.02
2454 聯發科,2011/2/11,345,246.79
2474 可成,2011/2/11,111.5,88.16
2492 華新科,2011/2/11,18.7,19.15
2801 彰銀,2011/2/11,21.85,12.01
2823 中壽,2011/2/11,26.85,12.19
2880 華南金,2011/2/11,21.25,10.87
2881 富邦金,2011/2/11,38,25.43
2882 國泰金,2011/2/11,48.25,30.78
2883 開發金,2011/2/11,12,8.44
2884 玉山金,2011/2/11,18.4,8.12
2885 元大金,2011/2/11,20.6,14.12
2886 兆豐金,2011/2/11,21.9,13.93
2887 台新金,2011/2/11,15.3,7.62
2890 永豐金,2011/2/11,12.3,6.45
2891 中信金,2011/2/11,21.75,10.47
2892 第一金,2011/2/11,23.95,11.9
2912 統一超,2011/2/11,123.5,93.87
3008 大立光,2011/2/11,754,660.47
3045 台灣大,2011/2/11,66.7,48.18
3481 群創,2011/2/11,33.05,27.71
