證券代碼,年月日,收盤價(元),收盤價(元)_週
2002 中鋼,2010/4/23,33.1,21.45
2105 正新,2010/4/23,68.3,25.73
2301 光寶科,2010/4/23,41.1,22.83
2303 聯電,2010/4/23,16.2,11.09
2308 台達電,2010/4/23,101,71.5
2317 鴻海,2010/4/23,144.5,72.24
2327 國巨,2010/4/23,15.5,41.23
2330 台積電,2010/4/23,61.7,44.94
2354 鴻準,2010/4/23,134,77.59
2357 華碩,2010/4/23,59.3,133.76
2382 廣達,2010/4/23,60.3,36.47
2395 研華,2010/4/23,70.8,39.05
2408 南亞科,2010/4/23,29.5,232.32
2409 友達,2010/4/23,37.65,28.96
2412 中華電,2010/4/23,61.5,47.04
2454 聯發科,2010/4/23,563,380.29
2474 可成,2010/4/23,84.1,64.63
2492 華新科,2010/4/23,24.1,24.68
2801 彰銀,2010/4/23,14.25,7.69
2823 中壽,2010/4/23,24.85,9.64
2880 華南金,2010/4/23,18.5,8.88
2881 富邦金,2010/4/23,37.35,22.65
2882 國泰金,2010/4/23,50.8,30.54
2883 開發金,2010/4/23,8.78,5.79
2884 玉山金,2010/4/23,13.45,5.63
2885 元大金,2010/4/23,18.9,12.32
2886 兆豐金,2010/4/23,18.05,10.92
2887 台新金,2010/4/23,12.5,5.6
2890 永豐金,2010/4/23,10.7,5.55
2891 中信金,2010/4/23,17.8,7.78
2892 第一金,2010/4/23,17.3,8.17
2912 統一超,2010/4/23,84,61.69
3008 大立光,2010/4/23,514,442.9
3045 台灣大,2010/4/23,58.8,39.3
3481 群創,2010/4/23,47.25,39.61
4904 遠傳,2010/4/23,37.7,23.88
6505 台塑化,2010/4/23,81.7,59.99
9904 寶成,2010/4/23,26.3,17.25
0050 元大台灣50,2010/4/30,54.8,41.91
1101 台泥,2010/4/30,28.3,16.26
1102 亞泥,2010/4/30,29.6,17.34
1216 統一,2010/4/30,35.05,18.03
1301 台塑,2010/4/30,70,45.81
1303 南亞,2010/4/30,66.2,45.1
1402 遠東新,2010/4/30,34.4,20.82
2002 中鋼,2010/4/30,33.5,21.71
2105 正新,2010/4/30,67.7,25.51
2301 光寶科,2010/4/30,41.9,23.28
2303 聯電,2010/4/30,16,10.96
2308 台達電,2010/4/30,104.5,73.98
2317 鴻海,2010/4/30,148.5,74.24
2327 國巨,2010/4/30,15.1,40.16
2330 台積電,2010/4/30,61.8,45.02
2354 鴻準,2010/4/30,131,75.85
2357 華碩,2010/4/30,61,137.6
2382 廣達,2010/4/30,59.3,35.87
2395 研華,2010/4/30,70.7,39
2408 南亞科,2010/4/30,27.65,217.75
2409 友達,2010/4/30,36.6,28.16
2412 中華電,2010/4/30,61.5,47.04
2454 聯發科,2010/4/30,534,360.7
2474 可成,2010/4/30,83.2,63.94
2492 華新科,2010/4/30,20.4,20.89
2801 彰銀,2010/4/30,14.15,7.64
2823 中壽,2010/4/30,25.05,9.72
2880 華南金,2010/4/30,18.5,8.88
2881 富邦金,2010/4/30,38.5,23.35
2882 國泰金,2010/4/30,50.5,30.36
2883 開發金,2010/4/30,8.85,5.83
2884 玉山金,2010/4/30,14,5.86
2885 元大金,2010/4/30,18.85,12.29
2886 兆豐金,2010/4/30,18.4,11.13
2887 台新金,2010/4/30,12.2,5.47
2890 永豐金,2010/4/30,10.75,5.57
2891 中信金,2010/4/30,17.8,7.78
2892 第一金,2010/4/30,17.35,8.2
2912 統一超,2010/4/30,90,66.09
3008 大立光,2010/4/30,520,448.07
3045 台灣大,2010/4/30,60.2,40.24
3481 群創,2010/4/30,46.15,38.69
4904 遠傳,2010/4/30,38.25,24.23
6505 台塑化,2010/4/30,82.8,60.8
9904 寶成,2010/4/30,26.95,17.67
0050 元大台灣50,2010/5/7,51.95,39.73
1101 台泥,2010/5/7,25.4,14.59
1102 亞泥,2010/5/7,27.6,16.17
1216 統一,2010/5/7,33.2,17.07
1301 台塑,2010/5/7,66.5,43.52
1303 南亞,2010/5/7,61.6,41.96
1402 遠東新,2010/5/7,32.7,19.79
2002 中鋼,2010/5/7,31.55,20.45
2105 正新,2010/5/7,65.9,24.83
2301 光寶科,2010/5/7,38.7,21.5
2303 聯電,2010/5/7,14.8,10.14
2308 台達電,2010/5/7,98.5,69.73
2317 鴻海,2010/5/7,139.5,69.74
2327 國巨,2010/5/7,14.35,38.17
2330 台積電,2010/5/7,59.4,43.27
2354 鴻準,2010/5/7,125.5,72.67
2357 華碩,2010/5/7,52.5,118.42
2382 廣達,2010/5/7,57.1,34.54
2395 研華,2010/5/7,67,36.96
2408 南亞科,2010/5/7,25.3,199.25
2409 友達,2010/5/7,33.8,26
2412 中華電,2010/5/7,60.8,46.5
2454 聯發科,2010/5/7,529,357.33
2474 可成,2010/5/7,79,60.71
2492 華新科,2010/5/7,21,21.5
2801 彰銀,2010/5/7,13.4,7.23
2823 中壽,2010/5/7,24.8,9.62
2880 華南金,2010/5/7,17.3,8.31
2881 富邦金,2010/5/7,36.25,21.98
2882 國泰金,2010/5/7,49.65,29.85
2883 開發金,2010/5/7,8.33,5.49
2884 玉山金,2010/5/7,13.2,5.53
2885 元大金,2010/5/7,17.55,11.44
2886 兆豐金,2010/5/7,17.35,10.5
2887 台新金,2010/5/7,11.7,5.25
2890 永豐金,2010/5/7,10,5.18
2891 中信金,2010/5/7,16.85,7.37
2892 第一金,2010/5/7,16.55,7.82
2912 統一超,2010/5/7,83.7,61.47
3008 大立光,2010/5/7,514,442.9
3045 台灣大,2010/5/7,59.5,39.77
3481 群創,2010/5/7,39,32.7
4904 遠傳,2010/5/7,37.9,24
6505 台塑化,2010/5/7,80.1,58.82
9904 寶成,2010/5/7,25.4,16.66
0050 元大台灣50,2010/5/14,53.1,40.61
1101 台泥,2010/5/14,26.9,15.45
1102 亞泥,2010/5/14,28.4,16.64
1216 統一,2010/5/14,34.05,17.51
1301 台塑,2010/5/14,67.9,44.43
1303 南亞,2010/5/14,62.4,42.51
1402 遠東新,2010/5/14,33.9,20.52
2002 中鋼,2010/5/14,31.7,20.54
2105 正新,2010/5/14,68.8,25.92
2301 光寶科,2010/5/14,39.35,21.86
2303 聯電,2010/5/14,15.2,10.41
2308 台達電,2010/5/14,101.5,71.86
2317 鴻海,2010/5/14,143.5,71.74
2327 國巨,2010/5/14,15.4,40.96
2330 台積電,2010/5/14,61.2,44.58
2354 鴻準,2010/5/14,129,74.7
2357 華碩,2010/5/14,50.5,113.91
2382 廣達,2010/5/14,58.3,35.26
2395 研華,2010/5/14,68.9,38.01
2408 南亞科,2010/5/14,27.2,214.21
2409 友達,2010/5/14,34.2,26.31
2412 中華電,2010/5/14,61.6,47.11
2454 聯發科,2010/5/14,525,354.62
2474 可成,2010/5/14,80,61.48
2492 華新科,2010/5/14,21,21.5
2801 彰銀,2010/5/14,13.8,7.45
2823 中壽,2010/5/14,26.7,10.36
2880 華南金,2010/5/14,18.05,8.67
2881 富邦金,2010/5/14,38.4,23.29
2882 國泰金,2010/5/14,51,30.66
2883 開發金,2010/5/14,8.7,5.74
2884 玉山金,2010/5/14,13.95,5.84
2885 元大金,2010/5/14,18.75,12.23
2886 兆豐金,2010/5/14,17.75,10.74
2887 台新金,2010/5/14,12.6,5.65
2890 永豐金,2010/5/14,10.4,5.39
2891 中信金,2010/5/14,17.5,7.65
2892 第一金,2010/5/14,17.2,8.12
2912 統一超,2010/5/14,85.6,62.86
3008 大立光,2010/5/14,515,443.76
3045 台灣大,2010/5/14,60,40.1
3481 群創,2010/5/14,39.6,33.2
4904 遠傳,2010/5/14,37.85,23.97
6505 台塑化,2010/5/14,81.7,59.99
9904 寶成,2010/5/14,26.1,17.11
0050 元大台灣50,2010/5/21,49.75,38.05
1101 台泥,2010/5/21,25.95,14.91
1102 亞泥,2010/5/21,26.6,15.58
1216 統一,2010/5/21,32.2,16.56
1301 台塑,2010/5/21,64.5,42.21
1303 南亞,2010/5/21,56.9,38.76
1402 遠東新,2010/5/21,30.7,18.58
2002 中鋼,2010/5/21,30.25,19.6
2105 正新,2010/5/21,66.8,25.17
2301 光寶科,2010/5/21,35.55,19.75
2303 聯電,2010/5/21,14,9.59
2308 台達電,2010/5/21,98,69.38
2317 鴻海,2010/5/21,131,65.49
2327 國巨,2010/5/21,13.15,34.98
2330 台積電,2010/5/21,58.8,42.83
2354 鴻準,2010/5/21,117.5,68.04
2357 華碩,2010/5/21,48.3,113.69
2382 廣達,2010/5/21,53.7,32.48
2395 研華,2010/5/21,66.3,36.57
2408 南亞科,2010/5/21,23.8,187.43
2409 友達,2010/5/21,30.05,23.12
2412 中華電,2010/5/21,61.8,47.27
2454 聯發科,2010/5/21,493,333.01
2474 可成,2010/5/21,70.4,54.1
2492 華新科,2010/5/21,17.5,17.92
2801 彰銀,2010/5/21,13,7.02
2823 中壽,2010/5/21,24.45,9.49
2880 華南金,2010/5/21,17.2,8.26
2881 富邦金,2010/5/21,36.1,21.89
2882 國泰金,2010/5/21,46.6,28.02
2883 開發金,2010/5/21,8.15,5.37
2884 玉山金,2010/5/21,12.85,5.38
2885 元大金,2010/5/21,17.1,11.15
2886 兆豐金,2010/5/21,16.8,10.16
2887 台新金,2010/5/21,11.45,5.13
2890 永豐金,2010/5/21,9.65,5
2891 中信金,2010/5/21,16.15,7.06
2892 第一金,2010/5/21,16.15,7.63
2912 統一超,2010/5/21,88.1,64.7
3008 大立光,2010/5/21,471.5,406.28
3045 台灣大,2010/5/21,60.4,40.37
3481 群創,2010/5/21,35.75,29.97
4904 遠傳,2010/5/21,38,24.07
6505 台塑化,2010/5/21,78.6,57.72
9904 寶成,2010/5/21,24.4,16
0050 元大台灣50,2010/5/28,49.87,38.14
1101 台泥,2010/5/28,27,15.51
1102 亞泥,2010/5/28,27.5,16.11
1216 統一,2010/5/28,32.8,16.87
1301 台塑,2010/5/28,64.2,42.01
1303 南亞,2010/5/28,52,35.42
1402 遠東新,2010/5/28,31.55,19.1
2002 中鋼,2010/5/28,30.35,19.67
2105 正新,2010/5/28,66.8,25.17
2301 光寶科,2010/5/28,36.35,20.19
2303 聯電,2010/5/28,14.35,9.83
2308 台達電,2010/5/28,100,70.79
2317 鴻海,2010/5/28,127,63.49
2327 國巨,2010/5/28,13.9,36.97
2330 台積電,2010/5/28,58.7,42.76
2354 鴻準,2010/5/28,118,68.33
2382 廣達,2010/5/28,57.6,34.84
2395 研華,2010/5/28,66.9,36.9
2408 南亞科,2010/5/28,25.9,203.97
2409 友達,2010/5/28,30.95,23.81
2412 中華電,2010/5/28,61.3,46.89
2454 聯發科,2010/5/28,514,347.19
2474 可成,2010/5/28,77.9,59.87
2492 華新科,2010/5/28,17.7,18.12
2801 彰銀,2010/5/28,12.7,6.85
2823 中壽,2010/5/28,24.75,9.6
2880 華南金,2010/5/28,17.65,8.48
2881 富邦金,2010/5/28,36.4,22.07
2882 國泰金,2010/5/28,46.95,28.23
2883 開發金,2010/5/28,8.13,5.36
2884 玉山金,2010/5/28,12.6,5.27
2885 元大金,2010/5/28,17,11.08
2886 兆豐金,2010/5/28,16.8,10.16
2887 台新金,2010/5/28,11.25,5.04
2890 永豐金,2010/5/28,9.51,4.93
2891 中信金,2010/5/28,16.35,7.15
2892 第一金,2010/5/28,16.45,7.77
2912 統一超,2010/5/28,89.6,65.8
3008 大立光,2010/5/28,514,442.9
3045 台灣大,2010/5/28,60.7,40.57
3481 群創,2010/5/28,36.1,30.27
4904 遠傳,2010/5/28,38.1,24.13
6505 台塑化,2010/5/28,75.4,55.37
9904 寶成,2010/5/28,24.25,15.9
0050 元大台灣50,2010/6/4,50.05,38.28
1101 台泥,2010/6/4,27.05,15.54
1102 亞泥,2010/6/4,27.55,16.14
1216 統一,2010/6/4,33,16.97
1301 台塑,2010/6/4,64.2,42.01
1303 南亞,2010/6/4,51.9,35.35
1402 遠東新,2010/6/4,32.85,19.88
2002 中鋼,2010/6/4,30.25,19.6
2105 正新,2010/6/4,66.6,25.09
2301 光寶科,2010/6/4,35.3,19.61
2303 聯電,2010/6/4,14.65,10.03
2308 台達電,2010/6/4,100,70.79
2317 鴻海,2010/6/4,124.5,62.24
2327 國巨,2010/6/4,14.05,37.37
2330 台積電,2010/6/4,61,44.44
2354 鴻準,2010/6/4,114.5,66.3
2382 廣達,2010/6/4,58,35.08
2395 研華,2010/6/4,68.6,37.84
2408 南亞科,2010/6/4,26.15,205.94
2409 友達,2010/6/4,30.7,23.62
2412 中華電,2010/6/4,61.8,47.27
2454 聯發科,2010/6/4,527,355.98
2474 可成,2010/6/4,77.3,59.41
2492 華新科,2010/6/4,18.3,18.74
2801 彰銀,2010/6/4,12.75,6.88
2823 中壽,2010/6/4,25.1,9.74
2880 華南金,2010/6/4,17.8,8.55
2881 富邦金,2010/6/4,36.85,22.35
2882 國泰金,2010/6/4,45.95,27.63
2883 開發金,2010/6/4,8.21,5.41
2884 玉山金,2010/6/4,12.7,5.32
2885 元大金,2010/6/4,16.8,10.95
2886 兆豐金,2010/6/4,16.55,10.01
2887 台新金,2010/6/4,11.45,5.13
2890 永豐金,2010/6/4,9.64,5
2891 中信金,2010/6/4,16.25,7.1
2892 第一金,2010/6/4,16.45,7.77
2912 統一超,2010/6/4,90.7,66.61
3008 大立光,2010/6/4,526,453.24
3045 台灣大,2010/6/4,61.8,41.31
3481 群創,2010/6/4,35.4,29.68
4904 遠傳,2010/6/4,38.5,24.38
6505 台塑化,2010/6/4,77,56.54
9904 寶成,2010/6/4,24.4,16
0050 元大台灣50,2010/6/11,49.62,37.95
1101 台泥,2010/6/11,27.3,15.68
1102 亞泥,2010/6/11,28.35,16.61
1216 統一,2010/6/11,33.6,17.28
1301 台塑,2010/6/11,64.9,42.47
1303 南亞,2010/6/11,52.4,35.69
1402 遠東新,2010/6/11,33.5,20.28
2002 中鋼,2010/6/11,30,19.44
2105 正新,2010/6/11,64.4,24.26
2301 光寶科,2010/6/11,36.05,20.03
2303 聯電,2010/6/11,14.3,9.79
2308 台達電,2010/6/11,96.6,68.39
2317 鴻海,2010/6/11,118.5,59.24
2327 國巨,2010/6/11,14.15,37.64
2330 台積電,2010/6/11,60.5,44.07
2354 鴻準,2010/6/11,108,62.54
2382 廣達,2010/6/11,57.7,34.9
2395 研華,2010/6/11,69.6,38.39
2408 南亞科,2010/6/11,25,196.88
2409 友達,2010/6/11,30.4,23.39
2412 中華電,2010/6/11,62.8,48.03
2454 聯發科,2010/6/11,521,351.92
2474 可成,2010/6/11,69.1,53.1
2492 華新科,2010/6/11,17.85,18.28
2801 彰銀,2010/6/11,12.95,6.99
2823 中壽,2010/6/11,24.4,9.47
2880 華南金,2010/6/11,17.95,8.62
2881 富邦金,2010/6/11,35.75,21.68
2882 國泰金,2010/6/11,45.5,27.36
2883 開發金,2010/6/11,8.28,5.46
2884 玉山金,2010/6/11,12.85,5.38
2885 元大金,2010/6/11,17,11.08
2886 兆豐金,2010/6/11,17.05,10.31
2887 台新金,2010/6/11,11.55,5.18
2890 永豐金,2010/6/11,9.8,5.08
2891 中信金,2010/6/11,17.1,7.48
2892 第一金,2010/6/11,16.6,7.84
2912 統一超,2010/6/11,95.5,70.13
3008 大立光,2010/6/11,520,448.07
3045 台灣大,2010/6/11,64.2,42.91
3481 群創,2010/6/11,34.05,28.55
4904 遠傳,2010/6/11,39.9,25.27
6505 台塑化,2010/6/11,77.7,57.06
9904 寶成,2010/6/11,24.35,15.97
0050 元大台灣50,2010/6/18,50.9,38.93
1101 台泥,2010/6/18,27.8,15.97
1102 亞泥,2010/6/18,29.25,17.14
1216 統一,2010/6/18,34.65,17.82
1301 台塑,2010/6/18,67.7,44.3
1303 南亞,2010/6/18,54.8,37.33
1402 遠東新,2010/6/18,34.8,21.06
2002 中鋼,2010/6/18,30.5,19.76
2105 正新,2010/6/18,66.2,24.94
2301 光寶科,2010/6/18,38.1,21.17
2303 聯電,2010/6/18,14.95,10.24
2308 台達電,2010/6/18,104.5,73.98
2317 鴻海,2010/6/18,123,61.49
2327 國巨,2010/6/18,14.4,38.3
2330 台積電,2010/6/18,62.7,45.67
2354 鴻準,2010/6/18,110.5,63.98
2382 廣達,2010/6/18,58.5,35.38
2395 研華,2010/6/18,70.5,38.89
2408 南亞科,2010/6/18,26.7,210.27
2409 友達,2010/6/18,30.85,23.73
2412 中華電,2010/6/18,63.9,48.87
2454 聯發科,2010/6/18,496,335.04
2474 可成,2010/6/18,69.6,53.49
2492 華新科,2010/6/18,18.55,18.99
2801 彰銀,2010/6/18,13.15,7.1
2823 中壽,2010/6/18,25.75,9.99
2880 華南金,2010/6/18,18.7,8.98
2881 富邦金,2010/6/18,37,22.44
2882 國泰金,2010/6/18,47.7,28.68
2883 開發金,2010/6/18,8.55,5.64
2884 玉山金,2010/6/18,13.45,5.63
2885 元大金,2010/6/18,17.3,11.28
2886 兆豐金,2010/6/18,17.55,10.62
2887 台新金,2010/6/18,12.25,5.49
2890 永豐金,2010/6/18,10.05,5.21
2891 中信金,2010/6/18,17.5,7.65
2892 第一金,2010/6/18,17.05,8.05
2912 統一超,2010/6/18,94.9,69.69
3008 大立光,2010/6/18,525,452.37
3045 台灣大,2010/6/18,65,43.45
3481 群創,2010/6/18,35.65,29.89
4904 遠傳,2010/6/18,39.95,25.3
6505 台塑化,2010/6/18,81.3,59.7
9904 寶成,2010/6/18,24.9,16.33
0050 元大台灣50,2010/6/25,50.6,38.7
1101 台泥,2010/6/25,27.7,15.91
1102 亞泥,2010/6/25,29,16.99
1216 統一,2010/6/25,35.75,18.39
1301 台塑,2010/6/25,66.2,43.32
1303 南亞,2010/6/25,51.9,35.35
1402 遠東新,2010/6/25,34,20.58
2002 中鋼,2010/6/25,30.4,19.7
2105 正新,2010/6/25,66.8,25.17
2301 光寶科,2010/6/25,37,20.56
2303 聯電,2010/6/25,14.35,9.83
2308 台達電,2010/6/25,104,73.63
2317 鴻海,2010/6/25,120.5,60.24
2327 國巨,2010/6/25,13.8,36.7
2330 台積電,2010/6/25,61.4,44.73
2354 鴻準,2010/6/25,112.5,65.14
2357 華碩,2010/6/25,253,127.78
2382 廣達,2010/6/25,59.3,35.87
2395 研華,2010/6/25,72.3,39.88
2408 南亞科,2010/6/25,26.6,209.49
2409 友達,2010/6/25,30.45,23.42
2412 中華電,2010/6/25,63.3,48.41
2454 聯發科,2010/6/25,482,325.58
2474 可成,2010/6/25,70.8,54.41
2492 華新科,2010/6/25,17.95,18.38
2801 彰銀,2010/6/25,14.05,7.58
2823 中壽,2010/6/25,26.3,10.2
2880 華南金,2010/6/25,19.05,9.15
2881 富邦金,2010/6/25,37,22.44
2882 國泰金,2010/6/25,49.05,29.49
2883 開發金,2010/6/25,8.77,5.78
2884 玉山金,2010/6/25,13.6,5.69
2885 元大金,2010/6/25,17.6,11.48
2886 兆豐金,2010/6/25,17.65,10.68
2887 台新金,2010/6/25,12.6,5.65
2890 永豐金,2010/6/25,10.15,5.26
2891 中信金,2010/6/25,18.05,7.89
2892 第一金,2010/6/25,17.85,8.43
2912 統一超,2010/6/25,95.5,70.13
3008 大立光,2010/6/25,531,457.54
3045 台灣大,2010/6/25,64.1,42.85
3481 群創,2010/6/25,35.4,29.68
4904 遠傳,2010/6/25,39.8,25.21
4938 和碩,2010/6/25,34.8,24.38
6505 台塑化,2010/6/25,77.8,57.13
9904 寶成,2010/6/25,25.2,16.52
0050 元大台灣50,2010/7/2,49.49,37.85
1101 台泥,2010/7/2,27.4,15.74
1102 亞泥,2010/7/2,28.35,16.61
1216 統一,2010/7/2,36.9,18.98
1301 台塑,2010/7/2,66.4,43.45
1303 南亞,2010/7/2,51,34.74
1402 遠東新,2010/7/2,33,19.97
2002 中鋼,2010/7/2,29.7,19.25
2105 正新,2010/7/2,65.3,24.6
2301 光寶科,2010/7/2,35.4,19.67
2303 聯電,2010/7/2,14.1,9.66
2308 台達電,2010/7/2,107.5,76.1
2317 鴻海,2010/7/2,112,55.99
2327 國巨,2010/7/2,12.9,34.31
2330 台積電,2010/7/2,60.3,43.93
2354 鴻準,2010/7/2,106,61.38
2357 華碩,2010/7/2,223,112.62
2382 廣達,2010/7/2,56.2,33.99
2395 研華,2010/7/2,65.8,38.45
2408 南亞科,2010/7/2,24.75,194.92
2409 友達,2010/7/2,28.45,21.89
2412 中華電,2010/7/2,65,49.72
2454 聯發科,2010/7/2,425.5,287.42
2474 可成,2010/7/2,68.1,52.34
2492 華新科,2010/7/2,17.65,18.07
2801 彰銀,2010/7/2,15.45,8.34
2823 中壽,2010/7/2,27.05,10.5
2880 華南金,2010/7/2,19,9.12
2881 富邦金,2010/7/2,36.9,22.38
2882 國泰金,2010/7/2,48,28.86
2883 開發金,2010/7/2,8.75,5.77
2884 玉山金,2010/7/2,13.85,5.8
2885 元大金,2010/7/2,17.45,11.38
2886 兆豐金,2010/7/2,18,10.89
2887 台新金,2010/7/2,12.75,5.72
2890 永豐金,2010/7/2,10.45,5.42
2891 中信金,2010/7/2,18.45,8.07
2892 第一金,2010/7/2,18.6,8.79
2912 統一超,2010/7/2,93.1,68.37
3008 大立光,2010/7/2,512,441.17
3045 台灣大,2010/7/2,67.4,45.05
3481 群創,2010/7/2,33.05,27.71
4904 遠傳,2010/7/2,40.15,25.43
4938 和碩,2010/7/2,30,21.02
6505 台塑化,2010/7/2,78.5,57.64
9904 寶成,2010/7/2,25.15,16.49
0050 元大台灣50,2010/7/9,52.35,40.03
1101 台泥,2010/7/9,28.95,16.63
1102 亞泥,2010/7/9,29.45,17.25
1216 統一,2010/7/9,37.4,19.23
1301 台塑,2010/7/9,72.3,47.31
1303 南亞,2010/7/9,56.3,38.35
1402 遠東新,2010/7/9,35.35,21.4
2002 中鋼,2010/7/9,30.45,19.73
2105 正新,2010/7/9,68.6,25.84
2301 光寶科,2010/7/9,37.9,21.06
2303 聯電,2010/7/9,14.35,10.17
2308 台達電,2010/7/9,119,84.24
2317 鴻海,2010/7/9,120.5,60.24
2327 國巨,2010/7/9,13.35,35.51
2330 台積電,2010/7/9,60.4,46.26
2354 鴻準,2010/7/9,113.5,65.72
2357 華碩,2010/7/9,234,118.18
2382 廣達,2010/7/9,61.2,37.02
2395 研華,2010/7/9,67.4,39.38
2408 南亞科,2010/7/9,25,196.88
2409 友達,2010/7/9,31.1,23.92
2412 中華電,2010/7/9,66,50.48
2454 聯發科,2010/7/9,471.5,318.49
2474 可成,2010/7/9,71,54.57
2492 華新科,2010/7/9,18.1,18.53
2801 彰銀,2010/7/9,15.5,8.36
2823 中壽,2010/7/9,29.2,11.33
2880 華南金,2010/7/9,19.6,9.41
2881 富邦金,2010/7/9,38.6,23.41
2882 國泰金,2010/7/9,50.3,30.56
2883 開發金,2010/7/9,8.88,5.85
2884 玉山金,2010/7/9,14.5,6.07
2885 元大金,2010/7/9,17.8,12.2
2886 兆豐金,2010/7/9,18.4,11.13
2887 台新金,2010/7/9,13.2,5.92
2890 永豐金,2010/7/9,10.45,5.42
2891 中信金,2010/7/9,18.7,8.18
2892 第一金,2010/7/9,18.7,8.83
2912 統一超,2010/7/9,97.5,71.6
3008 大立光,2010/7/9,568,489.43
3045 台灣大,2010/7/9,61,44.06
3481 群創,2010/7/9,35.85,30.06
4904 遠傳,2010/7/9,43.5,27.55
4938 和碩,2010/7/9,31.15,21.82
6505 台塑化,2010/7/9,76.4,58.88
9904 寶成,2010/7/9,25.85,16.95
0050 元大台灣50,2010/7/16,52.9,40.45
1101 台泥,2010/7/16,27.25,16.69
1102 亞泥,2010/7/16,30.3,17.75
1216 統一,2010/7/16,37.1,19.08
1301 台塑,2010/7/16,68.6,47.52
1303 南亞,2010/7/16,58.7,41.39
1402 遠東新,2010/7/16,34.25,20.73
2002 中鋼,2010/7/16,30.2,19.57
2105 正新,2010/7/16,70.1,26.41
2301 光寶科,2010/7/16,37.85,21.03
2303 聯電,2010/7/16,14.8,10.49
2308 台達電,2010/7/16,108,79.35
2317 鴻海,2010/7/16,120.5,60.24
2327 國巨,2010/7/16,13.2,35.11
2330 台積電,2010/7/16,59.9,45.88
2354 鴻準,2010/7/16,108,62.54
2357 華碩,2010/7/16,232.5,117.42
2382 廣達,2010/7/16,64,38.71
2395 研華,2010/7/16,68.8,40.2
2408 南亞科,2010/7/16,24.1,189.8
2409 友達,2010/7/16,29.95,23.04
2412 中華電,2010/7/16,65.9,50.4
2454 聯發科,2010/7/16,469,316.8
2474 可成,2010/7/16,72.9,56.03
2492 華新科,2010/7/16,17.55,17.97
2801 彰銀,2010/7/16,17.05,9.37
2823 中壽,2010/7/16,28.55,11.39
2880 華南金,2010/7/16,19.9,9.56
2881 富邦金,2010/7/16,38.25,23.2
2882 國泰金,2010/7/16,52.3,31.77
2883 開發金,2010/7/16,9.19,6.06
2884 玉山金,2010/7/16,14.9,6.24
2885 元大金,2010/7/16,18.6,12.75
2886 兆豐金,2010/7/16,19.1,11.55
2887 台新金,2010/7/16,14.5,6.5
2890 永豐金,2010/7/16,10.75,5.63
2891 中信金,2010/7/16,19.9,8.7
2892 第一金,2010/7/16,19.05,9
2912 統一超,2010/7/16,106,77.84
3008 大立光,2010/7/16,564,485.98
3045 台灣大,2010/7/16,61,44.06
3481 群創,2010/7/16,34.55,28.97
4904 遠傳,2010/7/16,43.2,27.36
4938 和碩,2010/7/16,31.5,22.07
6505 台塑化,2010/7/16,77.2,59.5
9904 寶成,2010/7/16,25.8,16.92
0050 元大台灣50,2010/7/23,53.7,41.07
1101 台泥,2010/7/23,28.5,17.46
1102 亞泥,2010/7/23,30.45,17.84
1216 統一,2010/7/23,37.5,19.29
1301 台塑,2010/7/23,69,47.8
1303 南亞,2010/7/23,57.8,40.76
1402 遠東新,2010/7/23,36.65,22.18
2002 中鋼,2010/7/23,31.8,20.61
2105 正新,2010/7/23,75.6,28.48
2301 光寶科,2010/7/23,40.4,22.45
2303 聯電,2010/7/23,14.65,10.39
2308 台達電,2010/7/23,108.5,79.72
2317 鴻海,2010/7/23,125,62.49
2327 國巨,2010/7/23,14.65,38.97
2330 台積電,2010/7/23,62.8,48.1
2354 鴻準,2010/7/23,107,61.96
2357 華碩,2010/7/23,240,121.21
2382 廣達,2010/7/23,58.7,37.69
2395 研華,2010/7/23,69,40.32
2408 南亞科,2010/7/23,24.25,190.98
2409 友達,2010/7/23,30,23.08
2412 中華電,2010/7/23,67.4,51.55
2454 聯發科,2010/7/23,470,317.47
2474 可成,2010/7/23,75.5,58.02
2492 華新科,2010/7/23,18.55,18.99
2801 彰銀,2010/7/23,16.6,9.13
2823 中壽,2010/7/23,28.65,11.43
2880 華南金,2010/7/23,20.05,9.63
2881 富邦金,2010/7/23,38.55,23.38
2882 國泰金,2010/7/23,50.6,30.74
2883 開發金,2010/7/23,9.14,6.03
2884 玉山金,2010/7/23,14.8,6.2
2885 元大金,2010/7/23,17.55,12.03
2886 兆豐金,2010/7/23,19.05,11.52
2887 台新金,2010/7/23,14.5,6.5
2890 永豐金,2010/7/23,10.7,5.61
2891 中信金,2010/7/23,19.5,8.53
2892 第一金,2010/7/23,18.85,8.9
2912 統一超,2010/7/23,102.5,75.27
3008 大立光,2010/7/23,599,516.14
3045 台灣大,2010/7/23,62.7,45.29
3481 群創,2010/7/23,34.25,28.72
4904 遠傳,2010/7/23,44.25,28.03
4938 和碩,2010/7/23,32.75,22.94
6505 台塑化,2010/7/23,77.3,59.58
9904 寶成,2010/7/23,24.5,17.39
0050 元大台灣50,2010/7/30,53.9,41.22
1101 台泥,2010/7/30,29.8,18.26
1102 亞泥,2010/7/30,31.7,18.57
1216 統一,2010/7/30,38.05,19.57
1301 台塑,2010/7/30,66.9,46.35
1303 南亞,2010/7/30,56.4,39.77
1402 遠東新,2010/7/30,37.15,22.48
2002 中鋼,2010/7/30,30.35,20.99
2105 正新,2010/7/30,81.9,30.86
2301 光寶科,2010/7/30,40.9,22.72
2303 聯電,2010/7/30,14.2,10.07
