證券代碼,年月日,成交量(千股)_週,收盤價(元),收盤價(元)_週
2330 台積電,2014-12-12,164800,135,117.56
2354 鴻準,2014-12-12,61008,88.1,74.36
2357 華碩,2014-12-12,11540,346.5,273.01
2382 廣達,2014-12-12,21491,77.4,61.28
2395 研華,2014-12-12,7144,212,171.77
2408 南亞科,2014-12-12,14640,71.2,56.99
2409 友達,2014-12-12,330666,14.45,11.49
2412 中華電,2014-12-12,19700,91.9,76.26
2454 聯發科,2014-12-12,28640,440.5,369.34
2474 可成,2014-12-12,28794,253,223.46
2492 華新科,2014-12-12,17915,12.05,12.97
2801 彰銀,2014-12-12,37665,17.45,13.01
2823 中壽,2014-12-12,59033,25.55,17.76
2880 華南金,2014-12-12,20994,17.2,12.08
2881 富邦金,2014-12-12,67916,49.75,41.18
2882 國泰金,2014-12-12,95492,46.5,38.8
2883 開發金,2014-12-12,99752,9.89,7.89
2884 玉山金,2014-12-12,32060,19,12.46
2885 元大金,2014-12-12,81625,15.4,12.93
2886 兆豐金,2014-12-12,85265,24.15,18.96
2887 台新金,2014-12-12,273189,13.05,9.9
2890 永豐金,2014-12-12,96601,12.75,9.1
2891 中信金,2014-12-12,132940,20.25,14.47
2892 第一金,2014-12-12,48895,18.4,12.91
2912 統一超,2014-12-12,3963,229.5,194.08
3008 大立光,2014-12-12,5671,2325,2184.73
3045 台灣大,2014-12-12,20226,98.3,80.02
3481 群創,2014-12-12,378585,14.25,12.31
4904 遠傳,2014-12-12,16487,67.3,55.26
4938 和碩,2014-12-12,60770,71,56.82
5871 中租-KY,2014-12-12,14566,78.5,62.37
5880 合庫金,2014-12-12,24677,16.1,11.55
6505 台塑化,2014-12-12,10853,65.7,55.92
9904 寶成,2014-12-12,28831,38.5,32.62
0050 元大台灣50,2014-12-12,36503,65.3,58.56
1101 台泥,2014-12-19,67973,42.3,32.13
1102 亞泥,2014-12-19,23549,37.85,32.18
1216 統一,2014-12-19,44591,47.95,39.12
1301 台塑,2014-12-19,31268,66.7,56.1
1303 南亞,2014-12-19,40149,60.1,48.89
1326 台化,2014-12-19,23701,63.9,53.55
1402 遠東新,2014-12-19,38578,29.8,25.17
2002 中鋼,2014-12-19,108735,26.2,22.89
2105 正新,2014-12-19,21236,71.5,59.7
2301 光寶科,2014-12-19,45977,35.55,27.51
2303 聯電,2014-12-19,398969,14.25,12.07
2308 台達電,2014-12-19,27666,185,158.21
2317 鴻海,2014-12-19,346708,85.6,77.21
2327 國巨,2014-12-19,6937,48.05,57.63
2330 台積電,2014-12-19,267628,138,120.17
2354 鴻準,2014-12-19,35981,85,71.75
2357 華碩,2014-12-19,13306,336,264.74
2382 廣達,2014-12-19,38129,77.3,61.2
2395 研華,2014-12-19,6570,214,173.39
2408 南亞科,2014-12-19,9585,72,57.63
2409 友達,2014-12-19,235966,14.3,11.37
2412 中華電,2014-12-19,31371,92.5,76.76
2454 聯發科,2014-12-19,27675,457,383.18
2474 可成,2014-12-19,53025,233,205.79
2492 華新科,2014-12-19,13973,12,12.92
2801 彰銀,2014-12-19,45233,17.85,13.3
2823 中壽,2014-12-19,43564,25.45,17.69
2880 華南金,2014-12-19,29974,17.4,12.22
2881 富邦金,2014-12-19,79404,48.5,40.14
2882 國泰金,2014-12-19,135862,45.35,37.84
2883 開發金,2014-12-19,144337,9.81,7.82
2884 玉山金,2014-12-19,50955,19.15,12.56
2885 元大金,2014-12-19,108084,15,12.6
2886 兆豐金,2014-12-19,81349,24,18.84
2887 台新金,2014-12-19,208429,12.7,9.63
2890 永豐金,2014-12-19,103235,12.7,9.06
2891 中信金,2014-12-19,144415,20.2,14.44
2892 第一金,2014-12-19,53063,18.45,12.95
2912 統一超,2014-12-19,6785,245,207.19
3008 大立光,2014-12-19,5735,2300,2161.24
3045 台灣大,2014-12-19,25329,101,82.22
3481 群創,2014-12-19,267297,14.1,12.18
4904 遠傳,2014-12-19,25739,69,56.65
4938 和碩,2014-12-19,83075,68.6,54.9
5871 中租-KY,2014-12-19,16843,77.7,61.74
5880 合庫金,2014-12-19,43503,16.2,11.62
6505 台塑化,2014-12-19,18369,66,56.18
9904 寶成,2014-12-19,35217,38.2,32.37
0050 元大台灣50,2014-12-19,68635,65.2,58.47
1101 台泥,2014-12-27,33428,42.95,32.62
1102 亞泥,2014-12-27,11427,38.6,32.82
1216 統一,2014-12-27,22270,49.4,40.3
1301 台塑,2014-12-27,35676,71,59.72
1303 南亞,2014-12-27,35340,64.5,52.47
1326 台化,2014-12-27,17829,67.3,56.4
1402 遠東新,2014-12-27,34985,31.1,26.27
2002 中鋼,2014-12-27,119015,26.6,23.24
2105 正新,2014-12-27,28521,73.5,61.37
2301 光寶科,2014-12-27,50040,36.7,28.4
2303 聯電,2014-12-27,326038,14.75,12.49
2308 台達電,2014-12-27,14709,186.5,159.49
2317 鴻海,2014-12-27,115806,88.4,79.73
2327 國巨,2014-12-27,9785,50,59.97
2330 台積電,2014-12-27,96274,138.5,120.6
2354 鴻準,2014-12-27,15082,86.8,73.27
2357 華碩,2014-12-27,4465,336.5,265.13
2382 廣達,2014-12-27,19026,78.5,62.15
2395 研華,2014-12-27,4455,224,181.5
2408 南亞科,2014-12-27,16462,72.9,58.35
2409 友達,2014-12-27,721334,16.25,12.92
2412 中華電,2014-12-27,15614,92.8,77.01
2454 聯發科,2014-12-27,13099,464.5,389.46
2474 可成,2014-12-27,21211,243,214.63
2492 華新科,2014-12-27,20462,12.2,13.13
2801 彰銀,2014-12-27,34449,18.25,13.6
2823 中壽,2014-12-27,33480,26.25,18.25
2880 華南金,2014-12-27,17685,17.5,12.29
2881 富邦金,2014-12-27,44344,50.4,41.71
2882 國泰金,2014-12-27,46762,46.75,39.01
2883 開發金,2014-12-27,108848,10,7.97
2884 玉山金,2014-12-27,34167,19.55,12.82
2885 元大金,2014-12-27,49428,15.45,12.98
2886 兆豐金,2014-12-27,35701,24.3,19.08
2887 台新金,2014-12-27,94613,13,9.86
2890 永豐金,2014-12-27,47813,12.9,9.21
2891 中信金,2014-12-27,86322,20.5,14.65
2892 第一金,2014-12-27,35254,18.5,12.98
2912 統一超,2014-12-27,2286,245,207.19
3008 大立光,2014-12-27,2619,2310,2170.64
3045 台灣大,2014-12-27,11672,100,81.4
3481 群創,2014-12-27,739648,15.2,13.13
4904 遠傳,2014-12-27,10720,70.8,58.13
4938 和碩,2014-12-27,33967,71.9,57.54
5871 中租-KY,2014-12-27,11672,78.5,62.37
5880 合庫金,2014-12-27,23945,16.25,11.66
6505 台塑化,2014-12-27,7910,68,57.88
9904 寶成,2014-12-27,24031,37.8,32.03
0050 元大台灣50,2014-12-27,49166,66.6,59.73
1101 台泥,2014-12-31,16877,43.4,32.96
1102 亞泥,2014-12-31,9087,39,33.16
1216 統一,2014-12-31,11503,50.2,40.95
1301 台塑,2014-12-31,16778,72.3,60.81
1303 南亞,2014-12-31,16098,65.5,53.28
1326 台化,2014-12-31,9489,66.9,56.07
1402 遠東新,2014-12-31,24204,31.4,26.52
2002 中鋼,2014-12-31,38661,26.3,22.98
2105 正新,2014-12-31,13958,74.4,62.12
2301 光寶科,2014-12-31,31296,36.4,28.16
2303 聯電,2014-12-31,171552,14.75,12.49
2308 台達電,2014-12-31,5822,188.5,161.21
2317 鴻海,2014-12-31,65431,87.9,79.28
2327 國巨,2014-12-31,8380,51,61.16
2330 台積電,2014-12-31,77017,141,122.78
2354 鴻準,2014-12-31,13461,85.3,72
2357 華碩,2014-12-31,5001,346.5,273.01
2382 廣達,2014-12-31,11822,79.2,62.71
2395 研華,2014-12-31,6452,234.5,190
2408 南亞科,2014-12-31,51526,81,64.84
2409 友達,2014-12-31,174080,16.2,12.88
2412 中華電,2014-12-31,16481,94,78.01
2454 聯發科,2014-12-31,6917,462,387.37
2474 可成,2014-12-31,7615,246.5,217.72
2492 華新科,2014-12-31,4812,12.15,13.08
2801 彰銀,2014-12-31,12773,18.15,13.53
2823 中壽,2014-12-31,16166,26.3,18.29
2880 華南金,2014-12-31,11123,17.75,12.46
2881 富邦金,2014-12-31,28098,50.7,41.96
2882 國泰金,2014-12-31,33719,46.95,39.17
2883 開發金,2014-12-31,81062,10.1,8.05
2884 玉山金,2014-12-31,20041,19.65,12.88
2885 元大金,2014-12-31,39358,15.4,12.93
2886 兆豐金,2014-12-31,22242,24.45,19.2
2887 台新金,2014-12-31,28334,13.05,9.9
2890 永豐金,2014-12-31,27737,13,9.28
2891 中信金,2014-12-31,38621,20.55,14.69
2892 第一金,2014-12-31,18230,18.65,13.09
2912 統一超,2014-12-31,1796,244.5,206.77
3008 大立光,2014-12-31,2330,2395,2250.51
3045 台灣大,2014-12-31,10006,104.5,85.06
3481 群創,2014-12-31,211179,15.4,13.3
4904 遠傳,2014-12-31,8303,73,59.94
4938 和碩,2014-12-31,42347,73,58.42
5871 中租-KY,2014-12-31,6833,78.8,62.61
5880 合庫金,2014-12-31,13838,16.3,11.69
6505 台塑化,2014-12-31,5740,68.7,58.47
9904 寶成,2014-12-31,11140,38.45,32.58
0050 元大台灣50,2014-12-31,27104,66.85,59.95
1101 台泥,2015-01-09,38408,41.8,31.75
1102 亞泥,2015-01-09,17351,38.45,32.69
1216 統一,2015-01-09,55829,49.85,40.67
1301 台塑,2015-01-09,36053,71.8,60.39
1303 南亞,2015-01-09,42972,64.2,52.22
1326 台化,2015-01-09,28008,64.5,54.06
1402 遠東新,2015-01-09,25524,31,26.19
2002 中鋼,2015-01-09,99243,26.55,23.2
2105 正新,2015-01-09,23114,74,61.79
2301 光寶科,2015-01-09,52775,37.65,29.13
2303 聯電,2015-01-09,396968,15.1,12.79
2308 台達電,2015-01-09,18823,183,156.5
2317 鴻海,2015-01-09,179012,86.5,78.02
2327 國巨,2015-01-09,11220,48.55,58.23
2330 台積電,2015-01-09,248221,134,116.69
2354 鴻準,2015-01-09,31221,86.9,73.35
2357 華碩,2015-01-09,11435,343,270.25
2382 廣達,2015-01-09,25666,77.8,61.6
2395 研華,2015-01-09,7290,229,185.55
2408 南亞科,2015-01-09,74357,81,64.84
2409 友達,2015-01-09,839987,18.5,14.71
2412 中華電,2015-01-09,27954,93,77.18
2454 聯發科,2015-01-09,37978,488,409.17
2474 可成,2015-01-09,25289,255,225.22
2492 華新科,2015-01-09,8796,11.95,12.86
2801 彰銀,2015-01-09,28815,17.8,13.27
2823 中壽,2015-01-09,27664,26.05,18.11
2880 華南金,2015-01-09,39754,17.45,12.25
2881 富邦金,2015-01-09,74588,49.65,41.09
2882 國泰金,2015-01-09,97149,45.75,38.17
2883 開發金,2015-01-09,223456,10,7.97
2884 玉山金,2015-01-09,42327,19.4,12.72
2885 元大金,2015-01-09,117532,15.3,12.85
2886 兆豐金,2015-01-09,87309,23.8,18.69
2887 台新金,2015-01-09,95276,12.85,9.75
2890 永豐金,2015-01-09,74629,12.8,9.14
2891 中信金,2015-01-09,172801,20.35,14.54
2892 第一金,2015-01-09,59833,18.55,13.02
2912 統一超,2015-01-09,5810,239,202.12
3008 大立光,2015-01-09,5967,2340,2198.83
3045 台灣大,2015-01-09,25156,105.5,85.88
3481 群創,2015-01-09,992912,16.8,14.51
4904 遠傳,2015-01-09,24257,73.1,60.02
4938 和碩,2015-01-09,58650,76.3,61.06
5871 中租-KY,2015-01-09,15228,77.6,61.66
5880 合庫金,2015-01-09,32216,16.2,11.62
6505 台塑化,2015-01-09,16067,65.7,55.92
9904 寶成,2015-01-09,34625,39.4,33.39
0050 元大台灣50,2015-01-09,51834,66.15,59.33
1101 台泥,2015-01-16,55398,41.45,31.48
1102 亞泥,2015-01-16,14886,38.25,32.52
1216 統一,2015-01-16,38863,50.5,41.2
1301 台塑,2015-01-16,36258,72.8,61.23
1303 南亞,2015-01-16,42988,62.9,51.17
1326 台化,2015-01-16,23540,65.3,54.73
1402 遠東新,2015-01-16,20937,30.9,26.1
2002 中鋼,2015-01-16,80549,26.1,22.8
2105 正新,2015-01-16,18244,73.3,61.2
2301 光寶科,2015-01-16,76583,38.85,30.06
2303 聯電,2015-01-16,701050,14.7,12.45
2308 台達電,2015-01-16,30592,179,153.08
2317 鴻海,2015-01-16,146302,84.1,75.86
2327 國巨,2015-01-16,11193,50,59.97
2330 台積電,2015-01-16,287976,137,119.3
2354 鴻準,2015-01-16,28961,83.9,70.82
2357 華碩,2015-01-16,24484,316,248.98
2382 廣達,2015-01-16,26412,75.6,59.86
2395 研華,2015-01-16,6327,231.5,187.57
2408 南亞科,2015-01-16,35110,75.2,60.19
2409 友達,2015-01-16,436793,17.8,14.15
2412 中華電,2015-01-16,29483,93.8,77.84
2454 聯發科,2015-01-16,25906,475.5,398.69
2474 可成,2015-01-16,23616,257.5,227.43
2492 華新科,2015-01-16,29823,12,12.92
2801 彰銀,2015-01-16,23984,17.5,13.04
2823 中壽,2015-01-16,18091,25.7,17.87
2880 華南金,2015-01-16,36385,17.25,12.11
2881 富邦金,2015-01-16,65163,49.3,40.8
2882 國泰金,2015-01-16,87530,44.35,37
2883 開發金,2015-01-16,200704,9.97,7.95
2884 玉山金,2015-01-16,54424,18.95,12.42
2885 元大金,2015-01-16,74823,15.1,12.68
2886 兆豐金,2015-01-16,73480,23.55,18.49
2887 台新金,2015-01-16,86845,12.6,9.56
2890 永豐金,2015-01-16,76209,12.6,8.99
2891 中信金,2015-01-16,136119,20.05,14.33
2892 第一金,2015-01-16,34297,18.2,12.77
2912 統一超,2015-01-16,6205,229.5,194.08
3008 大立光,2015-01-16,4253,2385,2241.11
3045 台灣大,2015-01-16,34354,108,87.91
3481 群創,2015-01-16,524926,16.2,14
4904 遠傳,2015-01-16,28503,75.7,62.15
4938 和碩,2015-01-16,57159,76,60.82
5871 中租-KY,2015-01-16,20623,74.6,59.27
5880 合庫金,2015-01-16,24811,16.15,11.59
6505 台塑化,2015-01-16,14967,64.8,55.15
9904 寶成,2015-01-16,50409,40.75,34.53
0050 元大台灣50,2015-01-16,35260,65.5,58.74
1101 台泥,2015-01-23,42100,42.25,32.09
1102 亞泥,2015-01-23,14292,38.75,32.94
1216 統一,2015-01-23,41314,52.6,42.91
1301 台塑,2015-01-23,34082,76.4,64.26
1303 南亞,2015-01-23,34084,65.9,53.61
1326 台化,2015-01-23,27687,69.9,58.58
1402 遠東新,2015-01-23,23323,31.95,26.99
2002 中鋼,2015-01-23,67779,26.7,23.33
2105 正新,2015-01-23,26602,76.5,63.87
2301 光寶科,2015-01-23,45456,39,30.18
2303 聯電,2015-01-23,354700,15.6,13.21
2308 台達電,2015-01-23,29389,196,167.62
2317 鴻海,2015-01-23,187489,87.8,79.19
2327 國巨,2015-01-23,7441,51.1,61.28
2330 台積電,2015-01-23,289277,145,126.26
2354 鴻準,2015-01-23,25404,85.7,72.34
2357 華碩,2015-01-23,14006,335,263.95
2382 廣達,2015-01-23,35044,80,63.34
2395 研華,2015-01-23,3491,236,191.22
2408 南亞科,2015-01-23,42511,79,63.23
2409 友達,2015-01-23,583881,17.45,13.88
2412 中華電,2015-01-23,37075,95.5,79.25
2454 聯發科,2015-01-23,24935,494.5,414.62
2474 可成,2015-01-23,41881,282,249.07
2492 華新科,2015-01-23,7873,11.95,12.86
2801 彰銀,2015-01-23,30103,18.3,13.64
2823 中壽,2015-01-23,41150,26.35,18.32
2880 華南金,2015-01-23,36976,17.8,12.5
2881 富邦金,2015-01-23,80855,50.8,42.04
2882 國泰金,2015-01-23,111697,46.4,38.72
2883 開發金,2015-01-23,285992,10.75,8.57
2884 玉山金,2015-01-23,51822,19.05,12.49
2885 元大金,2015-01-23,76767,15.6,13.1
2886 兆豐金,2015-01-23,75577,24,18.84
2887 台新金,2015-01-23,78543,12.9,9.79
2890 永豐金,2015-01-23,63182,13,9.28
2891 中信金,2015-01-23,158737,20.6,14.72
2892 第一金,2015-01-23,37652,18.65,13.09
2912 統一超,2015-01-23,6252,240,202.96
3008 大立光,2015-01-23,7107,2770,2602.88
3045 台灣大,2015-01-23,24109,108,87.91
3481 群創,2015-01-23,611257,15.7,13.56
4904 遠傳,2015-01-23,13540,77.1,63.3
4938 和碩,2015-01-23,74474,79,63.22
5871 中租-KY,2015-01-23,14865,76.7,60.94
5880 合庫金,2015-01-23,36617,16.25,11.66
6505 台塑化,2015-01-23,12386,67.5,57.45
9904 寶成,2015-01-23,43820,42.5,36.01
0050 元大台灣50,2015-01-23,97229,68.7,61.61
1101 台泥,2015-01-30,35151,42.6,32.35
1102 亞泥,2015-01-30,12552,38.1,32.39
1216 統一,2015-01-30,39968,50.5,41.2
1301 台塑,2015-01-30,26524,76.5,64.34
1303 南亞,2015-01-30,29165,63.5,51.66
1326 台化,2015-01-30,15338,67.8,56.82
1402 遠東新,2015-01-30,15113,31.8,26.86
2002 中鋼,2015-01-30,69228,26.7,23.33
2105 正新,2015-01-30,19139,76,63.45
2301 光寶科,2015-01-30,32075,39,30.18
2303 聯電,2015-01-30,394426,15.4,13.04
2308 台達電,2015-01-30,39058,193.5,165.48
2317 鴻海,2015-01-30,190781,86.7,78.2
2327 國巨,2015-01-30,32567,56.9,68.24
2330 台積電,2015-01-30,229978,141,122.78
2354 鴻準,2015-01-30,16005,85.9,72.51
2357 華碩,2015-01-30,12103,332.5,261.98
2382 廣達,2015-01-30,30675,77,60.97
2395 研華,2015-01-30,5785,238,192.84
2408 南亞科,2015-01-30,29461,76.3,61.07
2409 友達,2015-01-30,587567,17.3,13.76
2412 中華電,2015-01-30,27228,95.5,79.25
2454 聯發科,2015-01-30,25361,483,404.98
2474 可成,2015-01-30,29463,278.5,245.98
2492 華新科,2015-01-30,32732,12.3,13.24
2801 彰銀,2015-01-30,24176,17.85,13.3
2823 中壽,2015-01-30,44058,26.55,18.46
2880 華南金,2015-01-30,32742,17.55,12.32
2881 富邦金,2015-01-30,68206,50.3,41.63
2882 國泰金,2015-01-30,69550,45.5,37.96
2883 開發金,2015-01-30,151425,10.4,8.29
2884 玉山金,2015-01-30,52762,19.4,12.72
2885 元大金,2015-01-30,73962,15.2,12.77
2886 兆豐金,2015-01-30,65798,24.2,19
2887 台新金,2015-01-30,87348,12.95,9.82
2890 永豐金,2015-01-30,71559,12.85,9.17
2891 中信金,2015-01-30,116531,20.1,14.36
2892 第一金,2015-01-30,30185,18.45,12.95
2912 統一超,2015-01-30,5819,243,205.5
3008 大立光,2015-01-30,4428,2640,2480.73
3045 台灣大,2015-01-30,17865,104,84.66
3481 群創,2015-01-30,397213,15.4,13.3
4904 遠傳,2015-01-30,15590,77.2,63.38
4938 和碩,2015-01-30,103938,85,68.03
5871 中租-KY,2015-01-30,15057,74.7,59.35
5880 合庫金,2015-01-30,57107,16.3,11.69
6505 台塑化,2015-01-30,10431,67.2,57.2
9904 寶成,2015-01-30,44173,43.25,36.65
0050 元大台灣50,2015-01-30,116726,68,60.98
1101 台泥,2015-02-06,23830,42.55,32.32
1102 亞泥,2015-02-06,16737,38.7,32.9
1216 統一,2015-02-06,43602,53.2,43.4
1301 台塑,2015-02-06,28947,78.3,65.86
1303 南亞,2015-02-06,58204,68.4,55.64
1326 台化,2015-02-06,33626,72.4,60.68
1402 遠東新,2015-02-06,39311,32.35,27.33
2002 中鋼,2015-02-06,73720,26.3,22.98
2105 正新,2015-02-06,18778,77.4,64.62
2301 光寶科,2015-02-06,39179,38.35,29.67
2303 聯電,2015-02-06,360897,15.65,13.25
2308 台達電,2015-02-06,29922,197,168.47
2317 鴻海,2015-02-06,128139,87.3,78.74
2327 國巨,2015-02-06,23927,59.6,71.48
2330 台積電,2015-02-06,154765,143,124.52
2354 鴻準,2015-02-06,21563,82.9,69.97
2357 華碩,2015-02-06,10289,328,258.43
2382 廣達,2015-02-06,42268,79.1,62.63
2395 研華,2015-02-06,5021,243,196.89
2408 南亞科,2015-02-06,27806,79,63.23
2409 友達,2015-02-06,535251,17.2,13.68
2412 中華電,2015-02-06,28562,96,79.67
2454 聯發科,2015-02-06,20552,479,401.62
2474 可成,2015-02-06,37789,279,246.42
2492 華新科,2015-02-06,40126,13.25,14.26
2801 彰銀,2015-02-06,23660,18.25,13.6
2823 中壽,2015-02-06,39978,27,18.77
2880 華南金,2015-02-06,27483,17.8,12.5
2881 富邦金,2015-02-06,70536,51.4,42.54
2882 國泰金,2015-02-06,70929,46.25,38.59
2883 開發金,2015-02-06,151282,10.6,8.45
2884 玉山金,2015-02-06,39489,19.45,12.75
2885 元大金,2015-02-06,87545,15.5,13.02
2886 兆豐金,2015-02-06,77430,24.35,19.12
2887 台新金,2015-02-06,57103,13.2,10.01
2890 永豐金,2015-02-06,46684,13,9.28
2891 中信金,2015-02-06,164793,20.75,14.83
2892 第一金,2015-02-06,38188,18.75,13.16
2912 統一超,2015-02-06,6546,250.5,211.84
3008 大立光,2015-02-06,4764,2605,2447.84
3045 台灣大,2015-02-06,23271,107,87.1
3481 群創,2015-02-06,370130,15.8,13.65
4904 遠傳,2015-02-06,13221,76.9,63.14
4938 和碩,2015-02-06,80066,79.9,63.94
5871 中租-KY,2015-02-06,12357,75.6,60.07
5880 合庫金,2015-02-06,58182,16.15,11.77
6505 台塑化,2015-02-06,21776,68.7,58.47
9904 寶成,2015-02-06,50380,43.8,37.11
0050 元大台灣50,2015-02-06,51705,68.75,61.66
1101 台泥,2015-02-13,27556,42.15,32.01
1102 亞泥,2015-02-13,12920,38.6,32.82
1216 統一,2015-02-13,37773,53.3,43.48
1301 台塑,2015-02-13,27259,76.7,64.51
1303 南亞,2015-02-13,43860,68.1,55.4
1326 台化,2015-02-13,16988,71.1,59.59
1402 遠東新,2015-02-13,25988,32.5,27.45
2002 中鋼,2015-02-13,74817,26.45,23.11
2105 正新,2015-02-13,16227,77.5,64.71
2301 光寶科,2015-02-13,24932,39,30.18
2303 聯電,2015-02-13,242671,15.6,13.21
2308 台達電,2015-02-13,23210,205,175.32
2317 鴻海,2015-02-13,165459,85.8,77.39
2327 國巨,2015-02-13,7134,58.5,70.16
2330 台積電,2015-02-13,205131,148.5,129.31
2354 鴻準,2015-02-13,24292,80.4,67.86
2357 華碩,2015-02-13,13295,324.5,255.68
2382 廣達,2015-02-13,27636,79.3,62.79
2395 研華,2015-02-13,7041,240.5,194.87
2408 南亞科,2015-02-13,12923,77.8,62.27
2409 友達,2015-02-13,318839,17.4,13.84
2412 中華電,2015-02-13,40241,96.9,80.41
2454 聯發科,2015-02-13,63975,459,384.85
2474 可成,2015-02-13,27547,292.5,258.35
2492 華新科,2015-02-13,120126,14.3,15.39
2801 彰銀,2015-02-13,17301,18.2,13.56
2823 中壽,2015-02-13,18174,26.7,18.56
2880 華南金,2015-02-13,28046,17.65,12.39
2881 富邦金,2015-02-13,111263,53.5,44.28
2882 國泰金,2015-02-13,116243,47.4,39.55
2883 開發金,2015-02-13,217610,10.8,8.61
2884 玉山金,2015-02-13,39976,19.65,12.88
2885 元大金,2015-02-13,74798,15.6,13.1
2886 兆豐金,2015-02-13,64563,24.7,19.39
2887 台新金,2015-02-13,73825,13.35,10.13
2890 永豐金,2015-02-13,41141,12.95,9.24
2891 中信金,2015-02-13,144797,20.5,14.65
2892 第一金,2015-02-13,31461,18.55,13.02
2912 統一超,2015-02-13,6309,249,210.57
3008 大立光,2015-02-13,3043,2705,2541.8
3045 台灣大,2015-02-13,17288,107.5,87.51
3481 群創,2015-02-13,483163,16.5,14.25
4904 遠傳,2015-02-13,15130,77.8,63.88
4938 和碩,2015-02-13,75337,84.8,67.87
5871 中租-KY,2015-02-13,10133,75.7,60.15
5880 合庫金,2015-02-13,31653,16.1,11.73
6505 台塑化,2015-02-13,15734,69.9,59.5
9904 寶成,2015-02-13,46273,45.3,38.39
0050 元大台灣50,2015-02-13,35645,69.45,62.29
1101 台泥,2015-02-26,27137,42.95,32.62
1102 亞泥,2015-02-26,20107,38.7,32.9
1216 統一,2015-02-26,37308,52.8,43.07
1301 台塑,2015-02-26,22340,77.5,65.18
1303 南亞,2015-02-26,24543,68.2,55.48
1326 台化,2015-02-26,13162,70.4,59
1402 遠東新,2015-02-26,17206,32.6,27.54
2002 中鋼,2015-02-26,57183,26.1,22.8
2105 正新,2015-02-26,14108,75.8,63.29
2301 光寶科,2015-02-26,26711,39.9,30.87
2303 聯電,2015-02-26,227137,16,13.55
2308 台達電,2015-02-26,20082,203,173.61
2317 鴻海,2015-02-26,131744,87.1,78.56
2327 國巨,2015-02-26,5142,59.6,71.48
2330 台積電,2015-02-26,181177,150.5,131.05
2354 鴻準,2015-02-26,9746,80.8,68.2
2357 華碩,2015-02-26,11240,326.5,257.25
2382 廣達,2015-02-26,28457,79.4,62.87
2395 研華,2015-02-26,4481,240,194.46
2408 南亞科,2015-02-26,11234,78.4,62.75
2409 友達,2015-02-26,256045,16.55,13.16
2412 中華電,2015-02-26,55596,98.2,81.49
2454 聯發科,2015-02-26,29639,473,396.59
2474 可成,2015-02-26,17453,287,253.49
2492 華新科,2015-02-26,39040,15.5,16.69
2801 彰銀,2015-02-26,27637,18.45,13.75
2823 中壽,2015-02-26,29412,27,18.77
2880 華南金,2015-02-26,27050,18,12.64
2881 富邦金,2015-02-26,92147,56,46.35
2882 國泰金,2015-02-26,78334,47.8,39.88
2883 開發金,2015-02-26,162099,10.9,8.69
2884 玉山金,2015-02-26,51757,19.6,12.85
2885 元大金,2015-02-26,83953,15.9,13.35
2886 兆豐金,2015-02-26,79941,24.95,19.59
2887 台新金,2015-02-26,52984,13.45,10.2
2890 永豐金,2015-02-26,60237,12.85,9.17
2891 中信金,2015-02-26,172834,20.9,14.94
2892 第一金,2015-02-26,43237,18.55,13.02
2912 統一超,2015-02-26,6413,244,206.34
3008 大立光,2015-02-26,2271,2680,2518.31
3045 台灣大,2015-02-26,16456,107.5,87.51
3481 群創,2015-02-26,324115,16.1,13.91
4904 遠傳,2015-02-26,19395,77.6,63.71
4938 和碩,2015-02-26,36898,86.2,68.99
